#=================================================================
# Freeform
# Date: May 20 2019 - May 20 2019
"# Segments: Vtr: Non-Microsoft Traffic, Exclude Revenue > 10000, Market - EN-US"
#=================================================================


##############################################
# Freeform Table
##############################################
,Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit)
,Order Exists,Order Exists,Device Orders + Office (Visitor),Visits,New Visitors,Return Visitors,Visits,Visits,Visits,Time Spent per Visit (seconds),Delocalized O365 Home (HIT),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4)
,Visits,Visits,Visits,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try
,Paid Orders_SJ (Visit),Free Revenue,Visits,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try
MC1 (Visitor ID) (v10),599,161,29,14016,7666,4972,644,8482,2892,352.3379754547828,104.7819287576021,135551,72,322,116,189,1591,1088
27b74154336e4bdd9861fae72ec415c8,0,0,0,1,1,0,1,0,0,890,,13,0,0,0,0,2,0
ccab7380419941a0b75495483a751d10,0,0,0,1,1,0,1,0,0,786,618,16,0,0,0,0,0,3
d9e822ef0a334fd495892f29ef8f4363,0,0,0,1,1,0,1,0,0,752,39.166666666666664,60,0,0,0,0,0,0
3eb0afd5eeba45bbb25aa92920dd96a7,0,0,0,1,1,0,1,0,0,601,432,12,0,0,0,0,0,0
a13a9d88257447e68cff361b39423c11,0,0,0,1,1,0,1,0,0,600,,7,0,0,0,0,0,0
3bcd9d9a78614742a62d0ee396af507e,0,0,0,1,1,0,1,0,0,573,,11,0,0,0,0,0,0
3424e7ed8dbd46be8342fe4cd6016d12,0,0,0,1,1,0,1,0,0,549,229.5,5,0,0,0,0,0,0
420f0ca0270e478bbf3e554c73e95d7e,0,0,0,1,1,0,1,0,0,462,84,4,0,0,0,0,0,0
c81b5510c5ca49aba9067d3c5880ea8b,0,0,0,1,1,0,1,0,0,348,240,7,0,0,0,0,1,0
db476cd9119a4f508840a329a3e0a6b3,0,0,0,1,1,0,1,0,0,269,,5,0,0,0,0,0,4
7af6d73fa1bb487ca688d110659ded5f,0,0,0,1,1,0,1,0,0,232,34,19,0,0,0,0,1,0
0bae56feaaa5447aae626430ad63dfb0,0,0,0,1,1,0,1,0,0,189,4,3,0,0,0,0,0,0
40cd1bc25e5d45e5a6e7d0145bdd16de,0,0,0,1,1,0,1,0,0,169,,17,0,0,0,0,0,0
69ee6c446dee498eae244175f377d240,0,0,0,1,1,0,1,0,0,160,,9,0,0,0,0,0,0
9479e137e783414d910e04949fc39422,0,0,0,1,1,0,1,0,0,158,3.5,42,0,0,0,0,0,0
8bd91a6c6fc0493fb7a5bfec149ef801,0,0,0,1,1,0,1,0,0,147,8.5,19,0,0,0,0,0,0
a82ac265591a44f681bfed67158d45b2,0,0,0,1,1,0,1,0,0,139,,23,0,0,0,0,0,0
7cc5ade17ab049b08a19279364223af3,0,0,0,1,1,0,1,0,0,127,6.75,124,0,0,0,0,4,0
834c3d0958be4816876f4a2ff1d295fb,0,0,0,1,1,0,1,0,0,117,,21,0,0,0,0,3,0
229389753bc34ebcbd079ef7a55571e4,0,0,0,1,1,0,1,0,0,100,4,3,0,0,0,0,0,0
2c445f4a4d1a4833b0a2e1243dea17ab,0,0,0,1,1,0,1,0,0,97,11,11,0,0,0,0,0,0
cbec471c76e5469f97d2f133c1816b16,0,0,0,1,1,0,1,0,0,67,57,6,0,0,0,0,0,0
9db59c34e7db4c15aae6e3051c8b48e9,0,0,0,1,1,0,1,0,0,54,,12,0,0,0,0,1,0
2afea65822f74d1695164eb3b263a05b,0,0,0,1,1,0,1,0,0,35,,4,0,0,0,0,0,0
e19452288d22444e9a2c66e55370c410,0,0,0,1,1,0,1,0,0,34,,9,0,0,0,0,0,0
457d9ebcd3d2416d926482d6ac983b6b,0,0,0,1,1,0,1,0,0,32,31,6,0,0,0,0,0,0
e37b9b48559c46f49d2455658bf5e5ea,0,0,0,1,1,0,1,0,0,32,,5,0,0,0,0,0,0
48d30a9358a1483b8dca5378c9e3415e,0,0,0,1,1,0,1,0,0,31,,10,0,0,0,0,0,0
a9390d763c134487904b124ecbd90a8e,0,0,0,1,1,0,1,0,0,15,,9,0,0,0,0,0,0
9e1dc7d443014e0380717b993881ff96,0,0,0,1,1,0,1,0,0,11,,4,0,0,0,0,0,0
9e409bb16d754c32a4658923e3f1d534,0,0,0,1,1,0,1,0,0,7,,7,0,0,0,0,0,0
438aed449347454eb4e323889c55b830,0,0,0,1,1,0,1,0,0,6,6,2,0,0,0,0,0,0
ea9ea24cee09469db08accd5177ee488,0,0,0,1,1,0,1,0,0,6,,1,0,0,0,0,0,0
fcfc1ceea5f74fa0bd8a1ff223cbae5e,0,0,0,1,1,0,1,0,0,4,,1,0,0,0,0,0,0
53afd22f271749e79f06e2b4b6dc6b2e,0,0,0,1,1,0,1,0,0,3,,6,0,0,0,0,0,0
2bab6aaa43e04d6aa482711fbf7d026c,0,0,0,1,1,0,1,0,0,2,,0,0,0,0,0,0,0
29ba5ee24fd14a5b9d5e7830f70cb481,0,0,0,1,1,0,1,0,0,,,7,0,0,0,0,0,0
65d1a8e4128847cdae9a8fce94786f64,0,0,0,1,1,0,0,1,0,7392,,55,0,0,0,0,0,0
737a1be883e2914baed7f467a28dd472,0,0,0,1,1,0,0,1,0,3999,449,76,0,0,0,0,1,0
9a088909cd8443759ed71a7024faafe9,0,0,0,1,1,0,0,1,0,3210,295,145,0,0,0,2,13,0
657420bada374443b8f9f9adc3edd15e,0,0,0,1,1,0,0,1,0,2760,,100,0,0,0,0,1,0
4ef98d70a6ec43578444d77711b2523c,0,0,0,1,1,0,0,1,0,2696,,21,0,0,0,0,0,6
2b4ba7ddaebc4ba99448c23af012d582,0,0,0,1,1,0,0,1,0,2475,177,38,0,0,0,0,1,0
ed60ef96f4024671b3397953cdf8630e,0,0,0,1,1,0,0,1,0,1881,,15,0,0,0,0,0,0
bb25ece8a1c444c0ab5780118e388364,0,0,0,1,1,0,0,1,0,1685,39,8,0,0,0,0,0,0
e1412f08fcba435ba7f3b6a3ab65584a,0,0,0,1,1,0,0,1,0,1589,,1,0,0,0,0,0,0
8a6a01b77d664f39af9d21ff7490c752,0,0,0,1,1,0,0,1,0,1585,492,18,0,0,0,0,0,0
0acf9acfd49e40d88b82670161021bdb,0,0,0,1,1,0,0,1,0,1530,,11,0,0,0,0,0,0
68ebbc0bedb54c27be33048f47ed1865,0,0,0,1,1,0,0,1,0,1529,,154,0,0,0,0,0,0
5cf17f2e47d9486f8aa3c77b1d7a61c4,0,0,0,1,1,0,0,1,0,1466,3,13,0,0,0,0,0,0
d25d8d1410ed4c6ba89ffeb6ef6ec614,0,0,0,1,1,0,0,1,0,1462,1462,1,0,0,0,0,0,0
f76c3ca54cf94f9eb098a5c87d1d39c3,0,0,0,1,1,0,0,1,0,1444,101,16,0,0,0,0,2,0
e96d8c96073d425cba9421ac8d951eab,0,0,0,1,1,0,0,1,0,1424,8,15,0,0,0,0,0,1
b3a0e2d360d54274a73a6a1feb172bf4,0,0,0,1,1,0,0,1,0,1244,,1,0,0,0,0,0,0
e166887abd7c47a480daef08702dddf5,0,0,0,1,1,0,0,1,0,1111,,44,0,0,0,0,2,0
2e6e46db894c471f998084f1c74740a0,0,0,0,1,1,0,0,1,0,1080,,66,0,0,0,0,0,0
376503a6806946588372fcc6b6d1c767,0,0,0,1,1,0,0,1,0,1059,10,38,0,0,0,0,0,0
49f73cd136d047d6bdbddc319029fd9f,0,0,0,1,1,0,0,1,0,996,,21,0,0,0,0,0,0
69a1a9f0df754e298cc56a42fff0fb67,0,0,0,1,1,0,0,1,0,891,7.666666666666667,8,0,0,0,0,0,0
b8ee30189d0f4d97b77a1f06db62447b,0,0,0,1,1,0,0,1,0,829,,42,0,0,0,0,1,0
0778f7d099be476eb7d4c39ea837665d,0,0,0,1,1,0,0,1,0,809,,69,0,0,0,0,0,0
deb9a59d7ee540b1a5470e6f22d90072,0,0,0,1,1,0,0,1,0,808,3,14,0,0,0,0,0,0
4d23b50750db4d66a69fe3ced92f2f94,0,0,0,1,1,0,0,1,0,806,,5,0,0,0,0,0,0
23f6e416a3754402989d1f97ff1152a8,0,0,0,1,1,0,0,1,0,783,,17,0,0,0,0,0,0
c90a9747198c4c599364c608d449d0e1,0,0,0,1,1,0,0,1,0,730,66,47,0,0,0,0,0,0
40e0f7a2dee54fedaa9572b5d12b9808,0,0,0,1,1,0,0,1,0,697,,1,0,0,0,0,0,0
db2b11b494b6491d89c06a7a215f7f98,0,0,0,1,1,0,0,1,0,662,,46,0,0,0,0,0,0
5b851d73e1a140318666fad06ea12828,0,0,0,1,1,0,0,1,0,661,21,37,0,0,0,0,0,2
0ff58b1d843c4cc38b6a9c1afba0a26a,0,0,0,1,1,0,0,1,0,660,10.4,20,0,0,0,0,0,2
58131373a51e487f93da57714a1964d3,0,0,0,1,1,0,0,1,0,659,132,10,0,0,0,0,0,0
727700a0464749e288e0876ad0182c08,0,0,0,1,1,0,0,1,0,649,,78,0,0,0,0,0,19
d69f057c99b242b69108ae1f97447548,0,0,0,1,1,0,0,1,0,647,,6,0,0,0,0,0,0
1eefa553929a498e9be0cd41fdbed03c,0,0,0,1,1,0,0,1,0,638,7,4,0,0,0,0,0,0
