the_geom,Shape_Area,Shape_Leng,SchoolDist
"{type=MultiPolygon, coordinates=List(List(List(List(-73.93311862859143, 40.695791153846315), List(-73.93236605675587, 40.69535837729649), List(-73.9319289006206, 40.6951146575314), List(-73.93177404555487, 40.69502821484371), List(-73.93147184545109, 40.69486090242515), List(-73.93121199886629, 40.694712769782235), List(-73.93114516482393, 40.69467397486358), List(-73.930511465969, 40.69431652304853), List(-73.92970192402746, 40.693863397611715), List(-73.92882897891457, 40.69335047407161), List(-73.92882834168937, 40.6933500992537), List(-73.92864268981751, 40.69324101255102), List(-73.92850659671787, 40.69316572635911), List(-73.92804330687132, 40.69290417236994), List(-73.92781120671985, 40.692774208653496), List(-73.92750685270927, 40.69260381145623), List(-73.92707069461525, 40.69234622359373), List(-73.92644992133326, 40.69200176882866), List(-73.92631612531525, 40.69192845396802), List(-73.92556064122292, 40.691490840003), List(-73.92534903613239, 40.69136694183798), List(-73.92439183303664, 40.690831748774386), List(-73.92429213268012, 40.69077335685399), List(-73.92364379835564, 40.6903988375817), List(-73.92316966710699, 40.69012340599072), List(-73.92280702359515, 40.68992392534457), List(-73.92207133797079, 40.68948984079818), List(-73.92130587808545, 40.68907164359784), List(-73.92121369950202, 40.689019477115444), List(-73.92096103866248, 40.68887205183747), List(-73.92055013077213, 40.68864092211603), List(-73.91980961874593, 40.6882112414115), List(-73.91906109224908, 40.68778436875932), List(-73.91878323293736, 40.687626088443764), List(-73.91829345832642, 40.687356667815266), List(-73.91804606958546, 40.68721324726834), List(-73.91768113918805, 40.68700409429878), List(-73.91755226067554, 40.68693022304933), List(-73.91679832884886, 40.686497199871845), List(-73.91679482480477, 40.686475855661875), List(-73.91677745031008, 40.68637001456988), List(-73.9167269298151, 40.686131556080596), List(-73.91739374561757, 40.68605758524438), List(-73.91784937410198, 40.68623316741141), List(-73.91800616261635, 40.6858220326253), List(-73.91770109452972, 40.685500358665074), List(-73.9178810736956, 40.68509394091895), List(-73.91755763291395, 40.68476719192117), List(-73.91776142009367, 40.684324654830164), List(-73.91741294336087, 40.68403405152289), List(-73.91758679937763, 40.68391130921148), List(-73.91754176551858, 40.68365836480015), List(-73.91749199778137, 40.68340840097156), List(-73.91726632656643, 40.68330322455323), List(-73.91748255687848, 40.68289735539763), List(-73.91712138528143, 40.682568471686544), List(-73.91732345753172, 40.68244571271426), List(-73.9172785838021, 40.682181481759834), List(-73.91722749280017, 40.68193500491278), List(-73.9169763289098, 40.68183415891587), List(-73.91717325370381, 40.68163401677827), List(-73.91713117516936, 40.681434981661155), List(-73.91708045205013, 40.68119847288923), List(-73.91683011483136, 40.68110098072739), List(-73.91676207442167, 40.680755599940866), List(-73.91668638370811, 40.68037137878948), List(-73.9165399872181, 40.67963749735295), List(-73.91639300075401, 40.678905848880994), List(-73.91630119795475, 40.678577112433565), List(-73.9163549218404, 40.6778235366874), List(-73.9164574753002, 40.67672602823275), List(-73.91646486032333, 40.67664704004651), List(-73.91647371343048, 40.67655700413084), List(-73.91654436298559, 40.67583843461703), List(-73.9166169784802, 40.67505994757939), List(-73.9166891189874, 40.67428057620312), List(-73.91677231309316, 40.673390693062736), List(-73.91721449620965, 40.67385599371995), List(-73.9190782760815, 40.67397531376398), List(-73.91954092546408, 40.67354187795393), List(-73.9200025573228, 40.67398128283877), List(-73.92158580075649, 40.674055556837594), List(-73.92213153379178, 40.67368388950964), List(-73.92298622413946, 40.67373038435373), List(-73.92309797315002, 40.67373646296576), List(-73.92324436873267, 40.673744425655514), List(-73.92336008453272, 40.67375071908456), List(-73.92508152301917, 40.67384433817344), List(-73.92550081445938, 40.67361688849451), List(-73.92743998148244, 40.67370890462769), List(-73.92784085188026, 40.67399598368088), List(-73.92788485920073, 40.67355077838425), List(-73.92792887672408, 40.67310556484484), List(-73.9282445167355, 40.672939336947614), List(-73.9282717980865, 40.67252471210702), List(-73.92801317657924, 40.67220920817189), List(-73.92826528535652, 40.672225077243475), List(-73.92833507240064, 40.672228893798355), List(-73.92843446083054, 40.67223432828423), List(-73.92851854078968, 40.67223892474855), List(-73.92862604211787, 40.67224480269724), List(-73.9287095632615, 40.67224936969293), List(-73.92882833736527, 40.67225586323351), List(-73.92891232629145, 40.672260454997954), List(-73.92939948737151, 40.67228708901998), List(-73.9307932883315, 40.672364956996425), List(-73.93355357161703, 40.672514502026324), List(-73.9363431994143, 40.67269957696197), List(-73.93667540626117, 40.672714395357396), List(-73.9368271783595, 40.67271928165021), List(-73.93708255238936, 40.67272750062104), List(-73.93754574483314, 40.672742485227), List(-73.93753568983917, 40.67332211170566), List(-73.93753114689092, 40.67358374466557), List(-73.93752485721895, 40.67394597310864), List(-73.93751992857378, 40.67422980176767), List(-73.93806258654983, 40.674472010377364), List(-73.93832822275243, 40.674585788361945), List(-73.93889518673745, 40.67459873386304), List(-73.93877769674783, 40.67472089131839), List(-73.93873696341934, 40.67538905896871), List(-73.93884149817444, 40.67549215171548), List(-73.93843297207545, 40.675565146327685), List(-73.93852793096612, 40.67617239034053), List(-73.93876783935517, 40.67627240938755), List(-73.93853686439037, 40.67634626398586), List(-73.93843334915296, 40.67693817086859), List(-73.9386949143591, 40.67705082000203), List(-73.93851537899995, 40.67741865687472), List(-73.9386328991478, 40.67776992010254), List(-73.93862492563589, 40.677862569582956), List(-73.9386168305744, 40.67794381002248), List(-73.93850818855235, 40.67903432002991), List(-73.93843613326652, 40.67978585170399), List(-73.93739763665229, 40.67972990017674), List(-73.93764243456839, 40.68096300863983), List(-73.93778801579033, 40.68169433234844), List(-73.9348625715524, 40.682030568699886), List(-73.93500821720075, 40.68276376850579), List(-73.93515472893986, 40.68349718465807), List(-73.93807695931454, 40.683160902989364), List(-73.9382232586039, 40.683893298005145), List(-73.93836816506894, 40.684625601891135), List(-73.93851929553905, 40.68535451524578), List(-73.93865905188188, 40.68609038907362), List(-73.93880456947376, 40.686824745749256), List(-73.93895074350998, 40.687556410352755), List(-73.9393856108258, 40.68787113499809), List(-73.9413859614605, 40.6876682688049), List(-73.94178527584324, 40.68722837212115), List(-73.9423520278467, 40.687591500822016), List(-73.94428391577316, 40.68738505531383), List(-73.94462127846789, 40.68690436166384), List(-73.94471297541574, 40.687373341662195), List(-73.944726843424, 40.68744426893098), List(-73.94476925905255, 40.6876366000215), List(-73.94489497385723, 40.68828685373113), List(-73.94491170954201, 40.688370222601236), List(-73.94505645129829, 40.689102346323736), List(-73.94519881242742, 40.68983988030254), List(-73.94534976297854, 40.69056729694257), List(-73.94549553209639, 40.69130013188384), List(-73.94564166805849, 40.69203345190423), List(-73.94578713653169, 40.692765232783515), List(-73.94593170750511, 40.69349761558435), List(-73.94607851790597, 40.69423024360605), List(-73.94324249086142, 40.69455748523078), List(-73.94338802084518, 40.69528898951384), List(-73.94352527471476, 40.696030855238114), List(-73.94335303762136, 40.696050598796134), List(-73.94321604415771, 40.696066313704684), List(-73.94279300209647, 40.69611479586432), List(-73.94242149063366, 40.69615738067107), List(-73.9423368032754, 40.69616708769403), List(-73.94226167920422, 40.696175698798), List(-73.94217061244066, 40.696186136938074), List(-73.94208643350876, 40.69619578590027), List(-73.94198436724183, 40.696207485366905), List(-73.94152445883948, 40.6962601986313), List(-73.94070625153131, 40.69635305387921), List(-73.94040726721202, 40.69638987090211), List(-73.94020994337993, 40.69641107787343), List(-73.94003822508267, 40.696430835335775), List(-73.93976769964368, 40.696463291046285), List(-73.93948446000253, 40.69649454647407), List(-73.93917199789162, 40.69653049512544), List(-73.93884866773332, 40.69656769159932), List(-73.93867948785814, 40.69658715370254), List(-73.93779110726068, 40.69668934223279), List(-73.93763027449141, 40.69595086258837), List(-73.93755700214285, 40.695584511520444), List(-73.93748376644189, 40.6952184321377), List(-73.9370544081801, 40.69553123358047), List(-73.9348298043286, 40.69575489184654), List(-73.9345601174396, 40.695554831745575), List(-73.93463155014204, 40.69592163383321), List(-73.93470512606679, 40.69628830975414), List(-73.9347969968416, 40.69673659235447), List(-73.93468892593663, 40.69667495388458), List(-73.9346067517839, 40.69662808583959), List(-73.93457999376531, 40.696612824470456), List(-73.93448784825009, 40.69656026847871), List(-73.93413397294013, 40.696358431403546), List(-73.93382817155928, 40.69618427730787), List(-73.93311862859143, 40.695791153846315))))}",46763620.2231,35848.904605,16
"{type=MultiPolygon, coordinates=List(List(List(List(-73.91180710069435, 40.70343495202662), List(-73.91290404121959, 40.70236189129666), List(-73.91216169804075, 40.70192316410303), List(-73.91142242657371, 40.70148658801669), List(-73.91067882737353, 40.701045969566664), List(-73.91180820104486, 40.69993800262182), List(-73.91103489578799, 40.69953211397067), List(-73.90953273138557, 40.69867510512544), List(-73.90877366102967, 40.698255226694386), List(-73.90802249245661, 40.6978254091374), List(-73.90756985226552, 40.697571750473664), List(-73.9072745239221, 40.69739918972336), List(-73.9068458346055, 40.697163549311625), List(-73.90652350712224, 40.69697614361708), List(-73.90611626003222, 40.69675055713143), List(-73.90576536020424, 40.69654855512531), List(-73.90540127730378, 40.69635030588348), List(-73.90500484834396, 40.69611874628383), List(-73.90466384753685, 40.695932246527555), List(-73.9042601841169, 40.695700371443195), List(-73.90480435382058, 40.69514816958466), List(-73.90491424259831, 40.69507357133089), List(-73.9057959707524, 40.694127155514124), List(-73.90504295361535, 40.69370400676073), List(-73.90428792777001, 40.693278068747716), List(-73.90386600541092, 40.69303571222943), List(-73.90354057071892, 40.69284878179592), List(-73.90278824707006, 40.69241833920605), List(-73.90207277431011, 40.69199923130472), List(-73.90155390304871, 40.691679858934044), List(-73.90143958673724, 40.6916121057658), List(-73.9013984066204, 40.69158999203776), List(-73.90188776254891, 40.69107772007325), List(-73.90250397546609, 40.69047246451719), List(-73.90270979776994, 40.69026473035926), List(-73.90291065332684, 40.69005419855086), List(-73.90310647655936, 40.68984093787806), List(-73.90329720353613, 40.68962501801781), List(-73.90417976564576, 40.68858008282607), List(-73.90488258932432, 40.687735806323936), List(-73.90495626322067, 40.687631372046155), List(-73.90502238070792, 40.68752404734948), List(-73.90508074683459, 40.687414148747216), List(-73.90533913808852, 40.68681723471292), List(-73.90496878313361, 40.686600089078716), List(-73.90449401088728, 40.686298600456766), List(-73.9057554806487, 40.684004418026745), List(-73.90530570727505, 40.68377639122153), List(-73.90463612624102, 40.68337604548883), List(-73.90390258811425, 40.68294632224249), List(-73.90394622903102, 40.68276742904165), List(-73.90369345113403, 40.6826280511481), List(-73.90398569040727, 40.68233656261387), List(-73.90473849594504, 40.68200699637621), List(-73.90487526967125, 40.6819471175166), List(-73.90481662541333, 40.68159621939411), List(-73.90546888792699, 40.681342605311016), List(-73.90571479775545, 40.68062107797776), List(-73.90592455122702, 40.68073791950146), List(-73.9061030528127, 40.680555372614116), List(-73.9062691083645, 40.68050952532237), List(-73.90627988162026, 40.6805073569072), List(-73.90628287126724, 40.68050675607482), List(-73.90671941184515, 40.6807674219426), List(-73.90701820283938, 40.68094827979044), List(-73.90777158791644, 40.681377846574016), List(-73.90851642314055, 40.68180394382507), List(-73.90886025553432, 40.68199403646543), List(-73.90905527028094, 40.682105574745314), List(-73.90927462948628, 40.68223432308043), List(-73.90923300458006, 40.68224094411868), List(-73.90838438956135, 40.682375922116), List(-73.90775477842021, 40.68305498448611), List(-73.90801235664681, 40.68322637014563), List(-73.90783446127419, 40.68346219154497), List(-73.90787839995959, 40.6836574142358), List(-73.90862943427855, 40.68408540545724), List(-73.90938110495675, 40.68451293456215), List(-73.91076954423528, 40.68309270127228), List(-73.91151192885401, 40.683504990087876), List(-73.91227301214865, 40.683934965191995), List(-73.91303721372338, 40.684367809682655), List(-73.91330728110879, 40.68452085782158), List(-73.91379700171056, 40.6847998717835), List(-73.91453972421824, 40.685226918480026), List(-73.91470083314528, 40.68531694523996), List(-73.91528963516097, 40.68564553699526), List(-73.91550033954006, 40.68576152402789), List(-73.91604599329078, 40.68607206947062), List(-73.91661031966217, 40.686391352691224), List(-73.91679832884886, 40.686497199871845), List(-73.91755226133577, 40.686930223049785), List(-73.91768113918742, 40.68700409480135), List(-73.91804606958485, 40.68721324777093), List(-73.91829345766617, 40.6873566678148), List(-73.91878323293736, 40.687626088443764), List(-73.91906109224908, 40.68778436875932), List(-73.91980961940617, 40.68821124141196), List(-73.92055013143238, 40.68864092211647), List(-73.92096103866248, 40.68887205183747), List(-73.92121369950202, 40.689019477115444), List(-73.92130587808545, 40.68907164359784), List(-73.92207133797021, 40.68948984130076), List(-73.92280702359515, 40.68992392534457), List(-73.92316966710699, 40.69012340599072), List(-73.92364379835564, 40.6903988375817), List(-73.92429213267955, 40.690773357356576), List(-73.92439183303607, 40.69083174927698), List(-73.92534903613239, 40.69136694183798), List(-73.92556064122292, 40.691490840003), List(-73.92631612531525, 40.69192845396802), List(-73.92644992067298, 40.69200176882825), List(-73.92707069395497, 40.692346223593304), List(-73.92750685270927, 40.69260381145623), List(-73.92781120671985, 40.692774208653496), List(-73.92804330687132, 40.69290417236994), List(-73.92850659671787, 40.69316572635911), List(-73.9286426904778, 40.69324101255144), List(-73.92882834234968, 40.693350099254104), List(-73.92882897825427, 40.693350474071195), List(-73.92970192402746, 40.693863397611715), List(-73.93051146662931, 40.69431652304891), List(-73.9311451648234, 40.69467397536616), List(-73.93121199886629, 40.694712769782235), List(-73.93147184545109, 40.69486090242515), List(-73.93177404621468, 40.69502821534668), List(-73.9319289006206, 40.6951146575314), List(-73.93236605675587, 40.69535837729649), List(-73.93311862793111, 40.69579115384593), List(-73.93382817155928, 40.69618427730787), List(-73.93413397294013, 40.696358431403546), List(-73.93448784825009, 40.69656026847871), List(-73.93457999442563, 40.69661282447084), List(-73.9346067517839, 40.69662808583959), List(-73.93468892659646, 40.69667495438753), List(-73.9347969968416, 40.69673659235447), List(-73.93522264436677, 40.69698654513173), List(-73.93400832731106, 40.69711833858116), List(-73.93409798856256, 40.69759692159992), List(-73.93324669522019, 40.69785558976568), List(-73.93369647028807, 40.698104283740896), List(-73.9337929095204, 40.69841619589942), List(-73.93398630981767, 40.69826454331507), List(-73.93414044724354, 40.698752168120954), List(-73.93463060037824, 40.69876550496594), List(-73.93476154513415, 40.698700085296515), List(-73.93473127633655, 40.69879920644479), List(-73.9347583879988, 40.69907618148464), List(-73.93504000111028, 40.699216913939225), List(-73.93498989385579, 40.69923594757465), List(-73.93509929664448, 40.69940755727449), List(-73.93514000757374, 40.69939328377868), List(-73.93555255008658, 40.700110680926436), List(-73.93592831392043, 40.70001558695793), List(-73.93608563168512, 40.70004213284699), List(-73.93581931527827, 40.7004756797792), List(-73.93646091931822, 40.70064387664507), List(-73.93607888693836, 40.70148024751621), List(-73.93698074060913, 40.701910277659515), List(-73.93729063384617, 40.701828444337664), List(-73.937378979284, 40.70180513109706), List(-73.93752895963635, 40.70176555353703), List(-73.93765493353419, 40.701732312398384), List(-73.93774265167002, 40.70197808565668), List(-73.93759266285194, 40.702055960216796), List(-73.93714327271427, 40.70229620170163), List(-73.93674359752744, 40.70239039221597), List(-73.936780122467, 40.70244548049507), List(-73.9366768400257, 40.70246531891961), List(-73.93670191584201, 40.70253361480156), List(-73.93679267091547, 40.70272824001208), List(-73.9373179547826, 40.70271370228197), List(-73.93456202460729, 40.70324330867516), List(-73.93423012636529, 40.70330437281871), List(-73.9328149496271, 40.70357711201931), List(-73.93293503489795, 40.70399456101329), List(-73.93301076577264, 40.70427708596136), List(-73.93312548709345, 40.70470086211291), List(-73.93320124208532, 40.704971689839915), List(-73.93331989727929, 40.70539302683496), List(-73.93340041851243, 40.70566828775755), List(-73.9335189992096, 40.706095310001345), List(-73.93359321497749, 40.706370653900116), List(-73.93371088076991, 40.70679153148754), List(-73.93379054211832, 40.70706657531248), List(-73.93391870754871, 40.70748702613152), List(-73.93229708608676, 40.707749446648165), List(-73.93207285015063, 40.7077857858693), List(-73.92902566127111, 40.708276814858884), List(-73.92740683824628, 40.708541321767036), List(-73.92576502456151, 40.70880376383891), List(-73.92418647456469, 40.70906472933195), List(-73.92248241807452, 40.70933248799844), List(-73.92189184698694, 40.70939609671081), List(-73.9214347597289, 40.70912876570623), List(-73.92070065918877, 40.70869463012393), List(-73.91995952930856, 40.708257288523654), List(-73.91956473351377, 40.70802397839731), List(-73.91922162603291, 40.70781513434492), List(-73.91884342572222, 40.707597998401845), List(-73.9184767093315, 40.7073815627369), List(-73.91810299645118, 40.70715996945814), List(-73.91808167671795, 40.707147330111184), List(-73.91773662905575, 40.70694273892941), List(-73.91736520321216, 40.70672246900833), List(-73.91699506801969, 40.706502964578085), List(-73.91664948178584, 40.70629938812491), List(-73.91660892379083, 40.70627549467005), List(-73.91625252031217, 40.706065542979545), List(-73.91589738629794, 40.70585481713007), List(-73.91551250506066, 40.7056264446535), List(-73.91477063847638, 40.70518943777513), List(-73.9140309753655, 40.70474911303556), List(-73.91329162431975, 40.70431263854713), List(-73.91254913908388, 40.70387341983641), List(-73.91180710069435, 40.70343495202662))))}",51898496.523,37251.0578473,32
