#=================================================================
# O365 Personal - All users _6_7
# Date: May 20 2019 - May 21 2019
"# Segments: Vtr: Non-Microsoft Traffic, Exclude Revenue > 10000, Market - EN-US, Delocalized O365 Personal (Visit)"
#=================================================================


##############################################
# Metrics - No Device orders
##############################################
,Order Exists,Order Exists,Visits,New Visitors,Return Visitors,Visits,Visits,Visits,Visits,Visits,Visits,Visits,Time Spent per Visit (seconds),Delocalized O365 Personal (HIT),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),RPV (Revenue/Visitor)
,Visits,Visits,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,O&O,Direct,Organic Search,Paid Search,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try,RPV (Revenue/Visitor)
,Paid Orders_SJ (Visit),Free Revenue,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,O&O,Direct,Organic Search,Paid Search,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try,RPV (Revenue/Visitor)
MC1 (Visitor ID) (v10),1610,160,17116,10185,5681,920,7463,5008,7003,3360,3165,2276,480.468264536174,111.7221300597213,276084,147,684,296,366,3685,1399,5.705851506365814
f48d1bd21eab4d94b047435d6e2c0dba,0,0,1,1,0,0,0,1,0,0,0,0,297,,10,0,0,0,0,0,0,0
664e88aa08174f7f8a84b4b33bdef29d,0,0,1,1,0,0,0,1,0,0,0,0,240,,3,0,0,0,0,0,0,0
750709136c8e43d1b0565ccabdeba350,0,0,1,1,0,0,0,1,0,0,0,0,133,1,9,0,0,0,0,0,0,0
00b880d2b8334025bf5a57034d26fa18,0,0,1,1,0,0,0,1,0,0,0,0,60,22,16,0,0,0,0,0,0,0
be7b902c3b3d41d3a503f1bd60695d52,0,0,1,1,0,0,0,1,0,0,0,0,59,,2,0,0,0,0,0,0,0
f21717ac7b9c4f2ca0d9342003ccead8,0,0,1,1,0,0,0,1,0,0,0,0,55,,3,0,0,0,0,0,0,0
7c04fc59cdb2428a8742050bb6b7940e,0,0,1,1,0,0,0,1,0,0,0,0,41,,1,0,0,0,0,0,0,0
4fed1a8283344527bb3cfb5c6b724c35,0,0,1,1,0,0,0,1,0,0,0,0,29,,2,0,0,0,0,0,0,0
327d661d22aa46b39a74f3deb2e9fd30,0,0,1,1,0,0,0,1,0,0,0,0,7,,1,0,0,0,0,0,0,0
8d6090613f7449bba80dae98f6c28ec4,0,0,1,1,0,0,0,1,0,0,0,0,5,,1,0,0,0,0,0,0,0
b52d33bb18564e5884e1afcd2ffc71af,0,0,1,1,0,0,0,1,0,0,0,0,5,,1,0,0,0,0,0,0,0
6825b10e882440d491350cffa8969995,0,0,1,1,0,0,0,1,0,0,0,0,3,,2,0,0,0,0,0,0,0
6546c9e3c7f643e39901e1be4988ea8b,0,0,1,1,0,0,0,1,0,0,0,0,3,,1,0,0,0,0,0,0,0
04183af0befa40b3be1261acbefab9f8,0,0,1,1,0,0,0,1,0,0,0,0,2,,1,0,0,0,0,0,0,0
4248fbeee2314deba6bffa28aa2360a9,0,0,1,1,0,0,0,1,0,0,0,0,1,,7,0,0,0,0,0,0,0
dc82c32e263f4b42b24b4fa55654f109,0,0,1,1,0,0,0,1,0,0,0,0,1,,3,0,0,0,0,0,0,0
ecd7e4a42d084bb984d1175b57272ac5,0,0,1,1,0,0,0,1,0,0,0,0,,,16,0,0,0,0,0,0,0
3e19d29db37e4b1ba5f65abd73fa195b,0,0,1,1,0,0,0,1,0,0,0,0,,,1,0,0,0,0,0,0,0
