#=================================================================
# O365 Personal - All users _6_7
# Date: May 20 2019 - May 21 2019
"# Segments: Vtr: Non-Microsoft Traffic, Exclude Revenue > 10000, Market - EN-US, Delocalized O365 Personal (Visit)"
#=================================================================


##############################################
# Metrics - No Device orders
##############################################
,Order Exists,Order Exists,Visits,New Visitors,Return Visitors,Visits,Visits,Visits,Visits,Visits,Visits,Visits,Time Spent per Visit (seconds),Delocalized O365 Personal (HIT),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),RPV (Revenue/Visitor)
,Visits,Visits,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,O&O,Direct,Organic Search,Paid Search,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try,RPV (Revenue/Visitor)
,Paid Orders_SJ (Visit),Free Revenue,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,O&O,Direct,Organic Search,Paid Search,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try,RPV (Revenue/Visitor)
MC1 (Visitor ID) (v10),1610,160,17116,10185,5681,920,7463,5008,7003,3360,3165,2276,480.468264536174,111.7221300597213,276084,147,684,296,366,3685,1399,5.705851506365814
bd72234b4718480da7f125336eacd9df,0,0,1,0,1,0,0,1,0,0,1,0,6,,2,0,0,0,0,0,0,0
221a904e225a47e6a998a2faf4345c41,0,0,1,0,1,0,0,1,0,0,1,0,5,,3,0,0,0,0,0,0,0
e147de899f5f409ba9829a6fa1da9986,0,0,1,0,1,0,0,1,0,0,1,0,3,,1,0,0,0,0,0,0,0
bb1d9e262ebd45c1b1719929eec9af8c,0,0,1,0,1,0,0,1,0,0,1,0,3,,1,0,0,0,0,0,0,0
92a54571315941528f4c3f70d2c2db54,0,0,1,0,1,0,0,1,0,0,1,0,3,,1,0,0,0,0,0,0,0
b4e7482634da44869f7b0d0408e26a53,0,0,1,0,1,0,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0
9a3a3df31cb44fc99335b2b78e3da9a7,0,0,1,0,1,0,0,1,0,0,1,0,,,1,0,0,0,0,0,1,0
c9b10d6bc15d4956815ef079e64173fa,0,0,1,0,1,0,0,1,0,0,1,0,,,1,0,0,0,0,0,0,0
e1e7b4ba57c04dd5821849eb6d017f8c,0,0,1,0,1,0,0,1,0,0,1,0,,,1,0,0,0,0,0,0,0
b80504ee765442aba69001dd7b69be4e,0,0,1,0,1,0,0,1,0,0,1,0,,,0,0,0,0,0,0,0,0
24fc931a0d9047bdb0de0de5f377175d,0,0,1,0,1,0,0,1,0,0,1,0,,,0,0,0,0,0,0,0,0
946876867eb3458f94375e761756a8b9,0,0,1,0,1,0,0,1,0,0,0,1,2490,1201,8,0,0,0,0,0,0,0
ab165cd5285842039500a1a9245afb43,0,0,1,0,1,0,0,1,0,0,0,1,1561,19,23,0,0,0,0,2,0,0
03554aabe031c046988a8f6582343d41,0,0,1,0,1,0,0,1,0,0,0,1,1443,27,19,0,0,0,0,0,0,0
99cea0dfe8b14f0597b1f84b44a09461,0,0,1,0,1,0,0,1,0,0,0,1,1375,,14,0,0,0,0,0,0,0
a5b52e50a8894bc380be3f188dec4641,0,0,1,0,1,0,0,1,0,0,0,1,1368,,21,0,0,0,0,0,0,0
524ffd2a0cc24e8da8a9b3e097331774,0,0,1,0,1,0,0,1,0,0,0,1,1343,,36,0,0,0,0,1,0,0
6bdc8a6a662841c19581cbe417ebf6d8,0,0,1,0,1,0,0,1,0,0,0,1,1151,1115,25,0,0,0,0,0,0,0
