#=================================================================
# Freeform
# Date: May 12 2019 - May 25 2019
"# Segments: Vtr: Non-Microsoft Traffic, Exclude Revenue > 10000, Market - EN-US"
#=================================================================


##############################################
# Freeform Table
##############################################
,Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit)
,Order Exists,Visits,New Visitors,Return Visitors,Visits,Visits,Visits,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4)
,Visits,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton
a5edbe3a0c5a4f5cb33b092b85c61565,0,1,0,1,0,0,0,266,266,4,0,0,0,0,0
7fdb4cdb9c0848f9be183b05638f8051,0,1,0,1,0,0,0,266,266,10,0,0,0,0,0
800096c749924288babb49860ca33a90,0,1,0,1,0,0,0,267,267,25,0,1,0,1,0
258c81ece36e4b4a9a8d91317967dfa8,0,1,0,1,0,0,0,268,44.666666666666664,5,0,0,0,0,0
d0d6439e17df4506bf5d87fa2e46b3b6,0,1,0,1,0,0,0,268,268,2,0,0,0,0,0
72155845eee6472ca6257f90622466c7,0,1,0,1,0,0,0,269,269,3,0,0,0,0,0
f814641988a24418bafac37fcadc2371,0,1,0,1,0,0,0,272,272,5,0,0,0,0,1
df03213d4f554af19b74df1168be0d4c,0,1,0,1,0,0,0,272,272,9,0,0,0,0,0
a63cfd94ad9646bc8f963eb62e1f2186,0,1,0,1,0,0,0,273,9.413793103448276,30,0,0,0,0,0
b92f91e798ec45f79cfb857135a7e64d,0,1,0,1,0,0,0,273,273,3,0,0,0,0,0
f0f7d77fa93746f19a970f6b242ccdcd,0,1,0,1,0,0,0,273,273,9,0,0,0,0,0
074425da2df64ca095aacb4011e7b86c,0,1,0,1,0,0,0,273,273,14,0,0,0,0,0
b3a1ec6a530f4439990f4e8c03e5e116,0,1,0,1,0,0,0,274,274,13,0,0,0,0,0
cf81ab40019a436f9092e7d04c7ec0e8,0,1,0,1,0,0,0,275,11.956521739130435,20,0,0,0,0,0
b79a14c5268f4184a791b3d23241b610,0,1,0,1,0,0,0,277,25.181818181818183,26,0,0,0,0,0
86719818cdb848a29e6d0abfc2cbace8,0,1,0,1,0,0,0,277,277,26,0,0,0,0,0
4516a721b0bc4bdc82984c544428a1da,0,1,0,1,0,0,0,277,277,35,0,0,0,0,4
e0bcd47ef0eb47298c5e7877755e77f9,0,1,0,1,0,0,0,283,283,62,0,0,0,0,1
1bf9d3f59e63463fb810f88c86a4cc84,0,1,0,1,0,0,0,286,286,0,0,0,0,0,0
59bc13fb20b447bca37d9a9cd1a4a0ba,0,1,0,1,0,0,0,286,286,9,0,0,0,0,0
292c61999938408f972d7beb1af646c8,0,1,0,1,0,0,0,286,286,17,0,0,0,0,0
89495983e9a6453fa80395b0410c7840,0,1,0,1,0,0,0,289,72.25,33,0,0,0,0,0
fc51c5005fc84d89a817e6c21c98d919,0,1,0,1,0,0,0,292,146,18,0,0,0,0,0
c0b92d0fa0a5499295b5ce380c937b6b,0,1,0,1,0,0,0,293,293,17,0,0,0,0,0
ccc8e504e7c047eb8733b387f0b14bdd,0,1,0,1,0,0,0,293,293,20,0,0,0,0,1
77ebbd33e6e84d96858a112ffea7c3e4,0,1,0,1,0,0,0,296,296,18,0,0,0,0,0
38ce14376c544ec5a033c4467bdc2ed7,0,1,0,1,0,0,0,296,296,48,1,0,1,0,0
94d02e8cac6644d99deb7cf41a0b130f,0,1,0,1,0,0,0,299,299,7,0,1,0,1,0
1e6c0b452f024df3ac5fc670b7589551,0,1,0,1,0,0,0,302,75.5,28,0,0,0,0,0
333e25cabc5b4733aa0d0f8fb5a3f779,0,1,0,1,0,0,0,302,302,3,0,0,0,0,0
87eff9b2c8a445fabcaa28f490e6d7f0,0,1,0,1,0,0,0,303,303,29,0,0,0,0,1
3729a485a23f4577b2f7897435d10790,0,1,0,1,0,0,0,304,304,5,0,0,0,0,1
256864a3d5074adc87b81ec455eca958,0,1,0,1,0,0,0,304,304,10,0,0,0,0,0
3baa1d89ea434449abe8e724a5c9dab2,0,1,0,1,0,0,0,308,308,16,0,0,0,0,1
be7959d17a724ffdbc129f59610f8d5d,0,1,0,1,0,0,0,309,44.142857142857146,26,0,0,0,0,0
551d910d9a3ebe4e975c78a353f17f4d,0,1,0,1,0,0,0,309,309,9,0,0,0,0,0
3635c2e14f4e44d0b6885ffe2358e48c,0,1,0,1,0,0,0,309,309,12,0,0,0,0,0
d9867d7f6a0145dc8e7fc21da54b48f8,0,1,0,1,0,0,0,310,19.375,10,0,0,0,0,0
da65b6aa74a14c0da9922d7158168039,0,1,0,1,0,0,0,310,77.5,1,0,0,0,0,0
65f554f8a2a14456a55a9a2f576a9567,0,1,0,1,0,0,0,310,155,46,0,0,0,0,2
086ac1c7f236461891b71b533a086dc9,0,1,0,1,0,0,0,310,310,4,0,0,0,0,0
b5d59fc24fac4f2baf83e32a03534f77,0,1,0,1,0,0,0,311,8.63888888888889,48,0,0,0,0,1
61081312fe814f42a516a09038ae4320,0,1,0,1,0,0,0,311,155.5,77,0,0,0,0,2
973a28b776d940e497fdd0db7eb7a7e8,0,1,0,1,0,0,0,313,313,61,0,0,0,0,0
e57f56278f1e477690163f437b1ea0d9,0,1,0,1,0,0,0,314,314,7,0,0,0,0,2
aa535556e3bc4099aec1ab7a26511233,0,1,0,1,0,0,0,315,315,15,0,0,0,0,0
5ac1c131cea942dcb5f11e0cdf771a26,0,1,0,1,0,0,0,315,315,19,0,0,0,0,0
04aa8cb9a0fb8b489b09e42fe6852c60,0,1,0,1,0,0,0,316,316,34,0,0,0,0,1
a2191a94f2614f6fae1872a247391eb0,0,1,0,1,0,0,0,316,316,76,0,0,0,0,1
fed95c826e02426e922c343a65d6ec04,0,1,0,1,0,0,0,317,317,3,0,0,0,0,0
61402b73cd8f4dd8be2514d6c0561f34,0,1,0,1,0,0,0,317,317,29,0,0,0,0,0
09730e2fba02c0478bb70e74986e321e,0,1,0,1,0,0,0,318,318,0,0,0,0,0,0
6027a35a5285420c94626339632f7ffa,0,1,0,1,0,0,0,318,318,1,0,0,0,0,0
be8c1afafc6b45a5a9992980a07f341b,0,1,0,1,0,0,0,318,318,2,0,0,0,0,0
315a847e0cd548a09b5aa65d848c68c4,0,1,0,1,0,0,0,318,318,40,0,0,0,0,2
