#=================================================================
# Freeform
# Date: May 12 2019 - May 25 2019
"# Segments: Vtr: Non-Microsoft Traffic, Exclude Revenue > 10000, Market - EN-US"
#=================================================================


##############################################
# Freeform Table
##############################################
,Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit)
,Order Exists,Visits,New Visitors,Return Visitors,Visits,Visits,Visits,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4)
,Visits,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton
218dd64740f84a398e907cf2f7c63f38,1,1,1,0,1,0,0,739,246.33333333333334,37,0,0,0,0,0
488dfd8198854040a62c696202029ea9,1,1,1,0,1,0,0,667,51.30769230769231,31,0,0,0,0,0
a02fd4775ad34499a5a3eeadedb94ffb,1,1,1,0,1,0,0,663,331.5,48,0,0,0,0,0
63dbf3f615b94ef3a27adc012cb02be0,1,1,1,0,1,0,0,640,640,51,0,0,0,0,1
21d7d73f1b88434ba535702e4d4540ac,1,1,1,0,1,0,0,632,632,43,0,0,0,0,0
1af1eb605302454bb3341dc06c181dab,1,1,1,0,1,0,0,624,624,2,0,0,0,0,0
bfde08e55cff4c549c38ba81458ab5e7,1,1,1,0,1,0,0,590,29.5,75,0,0,0,0,2
f396049c0ecd4332a22be267ffbd1c95,1,1,1,0,1,0,0,572,44,51,0,0,0,0,0
00af0c3996334500a42a4a660af599d9,1,1,1,0,1,0,0,562,562,34,0,0,1,0,0
84e78bc932094a95b40822db2b26c7b7,1,1,1,0,1,0,0,552,552,41,0,0,0,0,0
db6a6b98e9764b54b40ebc38f09e23b9,1,1,1,0,1,0,0,550,550,35,0,0,0,0,0
a738da2256bf4580b938f27a466c3a84,1,1,1,0,1,0,0,544,272,57,0,0,0,0,0
0ae35ad216fe466a9e90e2771d7a60f1,1,1,1,0,1,0,0,515,515,31,0,0,0,0,0
aedee9d904eaae4bb4932cdfd6825f05,1,1,1,0,1,0,0,498,33.2,31,0,0,0,0,0
5711a7d66b924cc89e25f074f2f95026,1,1,1,0,1,0,0,483,26.833333333333332,112,0,0,0,0,2
779896eb8ee34f92ac5c33f260d50caf,1,1,1,0,1,0,0,481,481,34,0,0,0,0,0
9768fa45eb4449d19a46be8dc07ba2f4,1,1,1,0,1,0,0,478,478,32,0,0,0,0,0
3f4602cd8a5c4ba687a87c7c368c2883,1,1,1,0,1,0,0,454,227,42,0,0,0,0,1
e1d13121527f4d48be741ed58c631959,1,1,1,0,1,0,0,427,427,39,0,0,0,0,0
dc8590ea89144913a6a163e4cf4e734a,1,1,1,0,1,0,0,422,422,57,0,0,0,0,0
415bd076ab6f484094ef476bc6a33a9c,1,1,1,0,1,0,0,408,29.142857142857142,37,0,0,0,0,0
be960c04f9e34b4b9143eb294b4382c2,1,1,1,0,1,0,0,402,402,31,0,0,0,0,0
3ed57beb45d34585b8568796df70f6f6,1,1,1,0,1,0,0,399,399,35,0,2,0,1,0
55cbb8e1a3f64b98a7e45c80e74c29b5,1,1,1,0,1,0,0,398,132.66666666666666,81,0,0,0,0,0
e7a846dfdbbb4ad6add983af7a4ede2c,1,1,1,0,1,0,0,397,397,22,0,0,0,0,0
501ce6884cfa4d5caa6e398226326355,1,1,1,0,1,0,0,394,15.153846153846153,55,0,1,0,1,3
50e8615502fb4834946c02fe1f2d1828,1,1,1,0,1,0,0,392,392,55,0,0,0,0,0
1fa5f12acea64de992a393c4b3efb89e,1,1,1,0,1,0,0,372,186,21,0,0,0,0,0
dd23dfffa72e41de888cb7df3990b1d2,1,1,1,0,1,0,0,370,21.764705882352942,31,0,0,0,0,0
1b7387397b59418a9ea858c7849c1d69,1,1,1,0,1,0,0,366,366,42,0,0,0,0,0
10aac26a11d04a38a876449642b588dc,1,1,1,0,1,0,0,364,364,36,0,0,0,0,0
aa41a3991e654e7cada7f7444fd8ad79,1,1,1,0,1,0,0,361,180.5,26,0,0,0,0,0
dfdae46552404b9e8b814ca8b00378d3,1,1,1,0,1,0,0,351,351,39,0,0,0,0,0
59c0aa4d048342358236345a421faade,1,1,1,0,1,0,0,344,172,12,0,0,0,0,0
255c2313ccc44838b1ac896acad88c81,1,1,1,0,1,0,0,339,339,39,0,0,0,0,0
3fd8174600fb49f785f630331c1c9f80,1,1,1,0,1,0,0,329,164.5,18,0,0,0,0,0
d6288d5cf2d8f0419277b1046a1e5c78,1,1,1,0,1,0,0,318,318,10,0,0,0,0,0
0750821ef5504c7d9e83877eab45f454,1,1,1,0,1,0,0,316,22.571428571428573,34,0,0,0,0,0
e863dce79a524884aa65a67ecea6b308,1,1,1,0,1,0,0,311,155.5,3,0,0,0,0,0
d76bb0a5b6224dca81ab8470e7df7ca9,1,1,1,0,1,0,0,310,44.285714285714285,22,0,0,0,0,0
01b52a64a54044f3bbe6c6a4f955ab08,1,1,1,0,1,0,0,296,296,13,0,0,0,0,0
da54943ddd2f43569a2eac960a6d22dc,1,1,1,0,1,0,0,294,294,16,0,0,0,0,0
be1437d2abbf4d81b3c9dcdaa69bcec4,1,1,1,0,1,0,0,272,272,50,0,0,0,0,0
a8ec2218c8ab47d3858386e7d0063c1b,1,1,1,0,1,0,0,261,261,29,0,0,0,0,0
c7c30410812d46b386afbdd18471d0e0,1,1,1,0,1,0,0,258,43,47,0,0,0,0,0
ac2db657e77a4b0b810cb3b219e9a3a4,1,1,1,0,1,0,0,256,256,33,0,0,0,0,0
a73b937f3b6941c8b48759bf8c4815b7,1,1,1,0,1,0,0,245,245,39,0,0,0,0,1
efe1dd5a57f94ec585bca628a00dc1e5,1,1,1,0,1,0,0,242,80.66666666666667,42,0,0,0,0,0
46b8f41533dd4eb0b7200f806c8fbf67,1,1,1,0,1,0,0,235,235,30,0,0,0,0,0
65ca7c43a170428e8500b59c49c097de,1,1,1,0,1,0,0,226,226,20,0,0,0,0,0
e1dc413f5bba4f69a1ef728766222989,1,1,1,0,1,0,0,225,75,67,0,0,0,0,1
fd39a15437604acfb3fee7e51eee24a9,1,1,1,0,1,0,0,223,223,31,0,0,0,0,0
884293f055c64bd2b2330a7e2f3bece1,1,1,1,0,1,0,0,222,111,36,0,0,0,0,0
f80a7a7d5aee4bb3a5eed8e4f21aedc7,1,1,1,0,1,0,0,203,203,31,0,0,0,0,0
e0b1054525ae4eb19c45e46fae8d5d26,1,1,1,0,1,0,0,192,192,21,0,0,0,0,0
0505c76bb97e4072ba49478be3735981,1,1,1,0,1,0,0,189,189,21,0,0,0,0,0
d7853a86a149461abd527b7773634829,1,1,1,0,1,0,0,188,188,12,0,0,0,0,0
85188b9a9be9498d854d07b7e18ea76d,1,1,1,0,1,0,0,186,186,25,0,0,0,0,0
5e6968516cde4bb3bc538c96c80a49d7,1,1,1,0,1,0,0,184,184,14,0,0,0,0,0
374d508983384951afc88c25291c5c04,1,1,1,0,1,0,0,184,46,39,0,0,0,0,0
ba43620a03c4494c8b960f9600c8c6c3,1,1,1,0,1,0,0,179,179,26,0,0,0,0,0
b770ce45a5004822b0a8bd8242fba32e,1,1,1,0,1,0,0,175,175,22,0,0,0,0,0
cc3860bafe6045b6b47544725fab9fc6,1,1,1,0,1,0,0,173,86.5,12,0,0,0,0,0
6f5267f0667f41be9a9ac28c7b08419b,1,1,1,0,1,0,0,172,172,15,0,0,0,0,0
6d6d9563118244cd98f9aac954da9d53,1,1,1,0,1,0,0,165,165,26,0,0,0,0,0
e717972ea9ed42fdb6e8ca939604194d,1,1,1,0,1,0,0,153,153,29,0,0,0,0,0
d876b064a85e4c08930411af12abc241,1,1,1,0,1,0,0,150,150,11,0,0,0,0,0
9add29f5118345588c7a6e04f2d52710,1,1,1,0,1,0,0,143,143,7,0,0,0,0,0
b76dfa8e2d23452db762ff508b5fff0d,1,1,1,0,1,0,0,142,142,25,0,0,0,0,0
980a72f939124d47ab3be39d744c7461,1,1,1,0,1,0,0,142,71,15,0,0,0,0,0
99c7b457a12c4f51924f39212fe5bc9d,1,1,1,0,1,0,0,141,141,10,0,0,0,0,0
ef81eb93b7814b9ab50c32fd93741b77,1,1,1,0,1,0,0,134,134,15,0,0,0,0,0
0bdcc2b043b4422a952804b7418b5dd9,1,1,1,0,1,0,0,133,133,21,0,0,0,0,0
682c7c7a94434263a2cfa3e14a5e009f,1,1,1,0,1,0,0,132,132,28,0,0,0,0,0
c221768f82714615abed9c9cc1eb3adc,1,1,1,0,1,0,0,130,130,2,0,0,0,0,0
7a0e241aeb7a4ac4aa3909e152f5c854,1,1,1,0,1,0,0,128,128,28,0,0,0,0,0
89ed21003c0a4883b8d7eae857da1759,1,1,1,0,1,0,0,125,125,24,0,0,0,0,0
32b380f13dfd49a5a85d0ccd7b1fc72d,1,1,1,0,1,0,0,110,110,19,0,0,0,0,0
1da7ac63ad3c4510877864ad2d6f462a,1,1,1,0,1,0,0,94,94,5,0,0,0,0,0
50fbf198297d41e2a417fae135450cf6,1,1,1,0,1,0,0,93,31,30,0,0,0,0,0
d29e9f30ceaf4658babafec29922effd,1,1,1,0,1,0,0,84,84,18,0,0,0,0,0
b75bcf74e9f04bc3af17bdd70ee1d492,1,1,1,0,1,0,0,81,81,9,0,0,0,0,0
76111782cdb84c199606a529c50e9ff3,1,1,1,0,1,0,0,80,80,7,0,0,0,0,0
993008b0e779478eae817a7fec250868,1,1,1,0,1,0,0,79,79,2,0,0,0,0,0
edfba523ac794ae7bce2b7668453ebbe,1,1,1,0,1,0,0,64,21.333333333333332,18,0,0,0,0,0
fcfe676b9e1f42f0ad118caeb8d1dd4f,1,1,1,0,1,0,0,62,62,11,0,0,0,0,0
be2dbef0263246d5926c9e1c3279bd5f,1,1,1,0,1,0,0,51,51,15,0,0,0,0,0
967971569ab3495e8968df87bdf06ba5,1,1,1,0,1,0,0,51,51,13,0,0,0,0,0
5f8c9bb83d25489d91b1367e87ef9d27,1,1,1,0,1,0,0,46,46,13,0,0,0,0,0
b2bc8576b98245518a10b9f1139436ff,1,1,1,0,1,0,0,40,40,9,0,0,0,0,0
50a97be7f1ba41288b0615e62424cb5a,1,1,1,0,1,0,0,40,40,9,0,0,0,0,0
72db67b7147545f8a69940f864642691,1,1,1,0,1,0,0,29,14.5,23,0,0,0,0,0
06b4cc51a2d2428ca1b9e05df629f9e5,1,1,1,0,1,0,0,28,28,14,0,0,0,0,0
de23b9b30a824319b2297ef976b2a9cb,1,1,1,0,1,0,0,27,27,9,0,0,0,0,0
feb1f5fbe9ff40988febcfb264c1c42e,1,1,1,0,1,0,0,18,18,6,0,0,0,0,0
e85fd320c050483e933dc3cb41e29f04,1,1,1,0,1,0,0,17,17,6,0,0,0,0,0
6f7a8786b63d4927bec2ce18557fa1ac,1,1,1,0,1,0,0,16,16,11,0,0,0,0,0
d0c2e753d9d646cd928af25c7d43a7d8,1,1,1,0,1,0,0,16,16,10,0,0,0,0,0
80d37e30d39e41e5bfff8c8d09ef94f7,1,1,1,0,1,0,0,13,13,9,0,0,0,0,0
c7d17ed20aab498f8341e1726965f461,1,1,1,0,1,0,0,11,11,5,0,0,0,0,0
b68d9cd26b764299b5e870629fb21601,1,1,1,0,1,0,0,8,8,5,0,0,0,0,0
c3bfb874d8b640ff8edef60efce81d07,1,1,1,0,1,0,0,5,5,5,0,0,0,0,0
2d0359bed54743fe9dde056a18a2cc23,1,1,1,0,1,0,0,2,2,4,0,0,0,0,0
657bb39bfedc4d559007c5ac03d58712,1,1,1,0,1,0,0,2,1,3,0,0,0,0,0
c8c2d3194443483b8237ba3b5a98c61d,1,1,1,0,1,0,0,1,1,3,0,0,0,0,0
e039dac17fcc4143a3e3dadfa792bdc7,1,1,1,0,1,0,0,,,31,0,0,0,0,0
1ee2028290854f3593b738d7e57aa852,1,1,1,0,1,0,0,,,2,0,0,0,0,0
716d698f0c7046c08131b3cccfbcccb9,1,1,1,0,1,0,0,,,1,0,0,0,0,0
6f018a3ff7e7486abb340d09d37385a9,1,1,1,0,1,0,0,,,1,0,0,0,0,0
5f1827ae627a4bb79a221860eac95856,1,1,1,0,1,0,0,,,1,0,0,0,0,0
44a9e99703a94312949491d911939bd6,1,1,1,0,0,1,0,4377,4377,96,0,0,0,0,2
c726fea769524c2abc94e8336521a196,1,1,1,0,0,1,0,4214,2107,116,0,0,0,0,3
b8c518d3d680490799e902fc1baf1cea,1,1,1,0,0,1,0,4067,2033.5,116,0,0,0,0,3
60a1856818e441b294a44fcdf4fd06d0,1,1,1,0,0,1,0,4013,267.53333333333336,87,0,0,0,0,0
10f8496477d749128b64548f9c95bf8c,1,1,1,0,0,1,0,3662,915.5,33,0,0,0,0,0
2048ad1dc8844682996b5ed5702c0ba7,1,1,1,0,0,1,0,3598,3598,86,0,0,0,0,3
f7b26641fd3b417cb4ffcb4b8a2bf1e2,1,1,1,0,0,1,0,3557,711.4,78,0,0,0,0,3
0a05276f14f64664bfde9c6a3a799cd4,1,1,1,0,0,1,0,3507,1753.5,79,0,0,0,0,0
f9152941534d4db4ae96c15c77e0cad3,1,1,1,0,0,1,0,3436,101.05882352941177,172,0,0,0,0,1
a0a3e8faf53f44e39c794dc2008b6359,1,1,1,0,0,1,0,3339,3339,35,0,0,0,0,0
b1bec2b418364dc482932e5cb8981f67,1,1,1,0,0,1,0,3312,3312,96,0,0,0,0,0
73fd9b94706d4826bb781e70dbcc1a85,1,1,1,0,0,1,0,3171,3171,38,0,0,0,0,1
bf4566f059b34572a7a9fac1da3e4cc1,1,1,1,0,0,1,0,3161,1580.5,45,0,0,0,0,0
4b3843c1a0df453293e84ba899cd2fdf,1,1,1,0,0,1,0,2957,92.40625,93,0,0,0,0,0
325b2e9d68314db7a75598729436485d,1,1,1,0,0,1,0,2916,2916,64,0,0,0,0,0
f6f065ad5134443bb09fafdbdd997c98,1,1,1,0,0,1,0,2824,2824,58,0,0,0,0,0
20db433ccc794715a5fb3f0879092616,1,1,1,0,0,1,0,2774,924.6666666666666,55,0,0,0,0,0
e7763b7aede742d2bd727e3e19feb37b,1,1,1,0,0,1,0,2744,2744,49,0,0,0,0,0
5dd0e49bb3f646b49f462bfe6b830d7f,1,1,1,0,0,1,0,2724,340.5,28,0,0,0,0,0
b9a034ab987b41b999a25966f35613f5,1,1,1,0,0,1,0,2630,2630,73,0,0,0,0,2
c7cbf0cfbf464bf7a6af094fcc1a27dc,1,1,1,0,0,1,0,2560,853.3333333333334,40,0,0,0,0,0
95dde6ae6ca849f189143287910b9cc2,1,1,1,0,0,1,0,2468,1234,76,0,0,0,0,0
0ec7c8e58dbf430a910a89b6732b2fb3,1,1,1,0,0,1,0,2396,2396,26,0,0,0,0,0
7a20334df85144a5a9459682d3fcc5a4,1,1,1,0,0,1,0,2361,2361,61,1,2,1,1,1
107ff49b60b64fd38270a097127fbf7d,1,1,1,0,0,1,0,2349,2349,19,0,0,0,0,0
30a23fdc027d4e86836a3662c3ab6f12,1,1,1,0,0,1,0,2300,2300,56,0,0,0,0,0
944f7ecd8b664df4b9ad329cd50ce687,1,1,1,0,0,1,0,2264,2264,55,0,0,0,0,1
b9888f69026c43efaac5ff2211014ed4,1,1,1,0,0,1,0,2162,2162,23,0,0,0,0,0
95bb282ba9f249c4bb3b183554f249a0,1,1,1,0,0,1,0,2081,1040.5,144,0,0,0,0,0
aff659349c7b49488ccc9080c2023c53,1,1,1,0,0,1,0,2040,1020,24,0,0,0,0,0
8e502110c8174e1eb722918b7daad44b,1,1,1,0,0,1,0,2001,2001,15,0,0,0,0,0
2a2be31227dc4f4286bce43efc260fff,1,1,1,0,0,1,0,1990,1990,52,0,0,0,0,1
799baedad1ff454f8eaaf6357b50d137,1,1,1,0,0,1,0,1986,1986,36,0,0,0,0,0
d3b6f075d7b24102888a23de6d5f49a2,1,1,1,0,0,1,0,1947,973.5,28,0,0,0,0,0
60804d0e063f41f7b6f2c6c444e51dbe,1,1,1,0,0,1,0,1836,1836,45,0,0,0,0,0
35a0a69eadf34c41b72caaf475e6fab4,1,1,1,0,0,1,0,1796,1796,12,0,0,0,0,0
54e03863d5a24258ab7049ef9fa067e0,1,1,1,0,0,1,0,1791,1791,29,0,0,0,0,0
18d0cfedc897482881487e61843d43d8,1,1,1,0,0,1,0,1771,1771,32,0,0,0,0,0
c6bdf508bf7e4a05b8dcaadd3ebf629a,1,1,1,0,0,1,0,1745,1745,41,0,0,0,0,0
76f06bc792b170448c3d3a1842457f37,1,1,1,0,0,1,0,1706,1706,23,0,0,0,0,0
a457663e83714fc291038ee696f16052,1,1,1,0,0,1,0,1704,142,58,0,0,0,0,0
ed4e137578fc4f089cdb59cb78bafb76,1,1,1,0,0,1,0,1698,1698,57,0,0,0,0,0
4fe946c5e49240279a8e3214d84740b0,1,1,1,0,0,1,0,1697,188.55555555555554,34,0,0,0,0,3
19bddf55e1d44304a105fd0246996d88,1,1,1,0,0,1,0,1613,1613,36,0,0,0,0,0
0b76887ab7914bfbbe9431fdcf93fb7f,1,1,1,0,0,1,0,1562,781,16,0,0,0,0,0
5af1fe63a0864857ae1a7c4f0eb8e33b,1,1,1,0,0,1,0,1536,512,10,0,0,0,0,0
6f760ac0e753451aa71ff370ebe10589,1,1,1,0,0,1,0,1535,1535,34,0,0,0,0,0
29db8ece920ab74c946c90081df61a71,1,1,1,0,0,1,0,1534,1534,64,0,0,0,0,0
5c49366092ba4fa28fe6d4fc37fefbd8,1,1,1,0,0,1,0,1523,1523,92,0,0,0,0,2
ab8a61e364664d4b8d933562c471ed36,1,1,1,0,0,1,0,1522,60.88,82,0,0,0,0,1
8f5f79f024614268a16e7d51526fc3dd,1,1,1,0,0,1,0,1476,1476,78,0,0,0,0,0
2a4aab40104547c4b007eda97977b910,1,1,1,0,0,1,0,1470,1470,57,0,0,0,0,0
919e54622bc04420a060d0efa3af47bf,1,1,1,0,0,1,0,1457,1457,74,0,0,0,0,0
1e071989a6984579a203582a0acd0ecc,1,1,1,0,0,1,0,1448,1448,66,0,0,0,0,1
9de0156d76fc44258c4575b311695701,1,1,1,0,0,1,0,1444,1444,36,0,0,0,0,0
9dec6867cbc04357910995a3f9780ca8,1,1,1,0,0,1,0,1426,79.22222222222223,61,0,0,0,0,0
dee2045b32684bd6933104accdc16025,1,1,1,0,0,1,0,1409,704.5,88,0,0,0,0,0
8fb2d4ab1baa492e9cfdd284ba82fe41,1,1,1,0,0,1,0,1396,1396,126,0,0,0,0,9
133c1344f23d4323b858c4e082a78aeb,1,1,1,0,0,1,0,1378,1378,22,0,0,0,0,0
74214e8416ab43998bfe55b5dc501d4e,1,1,1,0,0,1,0,1370,685,30,0,0,0,0,0
305de84f020444e99056f566cf4f53dd,1,1,1,0,0,1,0,1368,1368,14,0,0,0,0,0
09e492e9309b4855ad38a76237322b76,1,1,1,0,0,1,0,1362,1362,47,0,0,0,0,1
306a7083c6904d59b7e462c87b54aa79,1,1,1,0,0,1,0,1360,1360,23,0,0,0,0,1
1860c824834847e4bb52c6e1c21e3193,1,1,1,0,0,1,0,1347,1347,31,0,0,0,0,0
15fa39288c6a4513a2c8814b8204f36f,1,1,1,0,0,1,0,1335,1335,39,0,0,0,0,0
fd594aa1daf449a9b698e9d337470983,1,1,1,0,0,1,0,1325,1325,13,0,0,0,0,0
2a08c9d62002490db731b5e9c9d1f1c4,1,1,1,0,0,1,0,1321,1321,7,0,0,0,0,0
a18be5c881344f6aadb9656f41714415,1,1,1,0,0,1,0,1316,1316,34,0,0,0,0,0
96e51d82965ab94faf06203e0c1fa4dd,1,1,1,0,0,1,0,1296,648,48,0,0,0,0,0
0a45a5fb909d4f9fb39a5fd7fb17da3f,1,1,1,0,0,1,0,1262,631,18,0,0,0,0,0
6117cb2cc65f430797af8d5e87856fc2,1,1,1,0,0,1,0,1254,1254,17,0,0,0,0,0
bc2ec15b99b946a8bf6f606be915468c,1,1,1,0,0,1,0,1250,156.25,27,0,0,0,0,0
1c4f80f9b0a447b29059f1cfcda9aa2c,1,1,1,0,0,1,0,1231,410.3333333333333,49,0,0,0,0,1
3d8ac17766be44f0b478aa84ccd10eec,1,1,1,0,0,1,0,1217,1217,72,0,0,0,0,3
9d97fd4374b44753a6d646f4e106f444,1,1,1,0,0,1,0,1213,1213,18,0,0,0,0,0
108a8d2767764a02b956c3a28ee15c42,1,1,1,0,0,1,0,1210,134.44444444444446,54,0,0,0,0,0
fe0687aa55d041feb6acf9acaf5998c9,1,1,1,0,0,1,0,1208,1208,67,0,0,0,0,1
f18fc42bb93a491da63f7b1d411f2f3e,1,1,1,0,0,1,0,1199,1199,24,0,0,0,0,0
b9c655f5b02b45998c6d9c5385fea082,1,1,1,0,0,1,0,1198,599,65,0,0,0,0,0
0f0ae21f375a4cb282c44b685c3351cc,1,1,1,0,0,1,0,1194,1194,11,0,0,0,0,0
c1bf9190c5e24f4fa755acf330b36ae5,1,1,1,0,0,1,0,1187,1187,27,0,0,0,0,0
06e19a303e1c435ea808f1b49037632c,1,1,1,0,0,1,0,1184,1184,14,0,0,0,0,0
616a0d0602db455fb7bd8da77f5cc5a5,1,1,1,0,0,1,0,1138,1138,7,0,0,0,0,0
0dc1f04205ca4b9d966140bb820c8390,1,1,1,0,0,1,0,1137,1137,107,0,0,0,0,0
5a0ea36fed094182baa507d3d3cad448,1,1,1,0,0,1,0,1126,1126,68,0,0,0,0,2
d5fed6a91edb4aac879b3d3c70893812,1,1,1,0,0,1,0,1125,1125,4,0,0,0,0,0
cdafd2a0e1f9405995fd3ae0bb8fdd1d,1,1,1,0,0,1,0,1122,1122,25,0,0,0,0,1
357aa37d8dc7451cb2b9eb701e09d9cb,1,1,1,0,0,1,0,1122,1122,18,0,0,0,0,0
490c9ef30d1b44a499396e7a2cc9cf5d,1,1,1,0,0,1,0,1122,561,67,0,0,0,0,0
d813e54d2b634c88ba5725058d5f422f,1,1,1,0,0,1,0,1103,137.875,33,0,0,0,0,0
e4d8f117e80a498787e5eb4399386e0e,1,1,1,0,0,1,0,1098,28.894736842105264,58,0,0,0,0,2
71a2496618314cc1a803b361a78c0f42,1,1,1,0,0,1,0,1060,1060,45,0,0,0,0,0
46043bb1b2714aba880cec617f6a99dd,1,1,1,0,0,1,0,1059,46.04347826086956,56,0,0,0,0,0
6203964790e94b95a37cdb7b1510087d,1,1,1,0,0,1,0,1040,1040,36,0,0,0,0,0
d4f2c1d55e01449fadf0a3381f65ebc0,1,1,1,0,0,1,0,1037,345.6666666666667,31,0,0,0,0,0
2012291aa0404bc2acc42b0bcae909f8,1,1,1,0,0,1,0,1036,1036,20,0,0,0,0,0
7d4a73ae57cc45f9bc9b8797278e9729,1,1,1,0,0,1,0,1036,518,108,0,0,0,0,0
1e4bc8abecd642fda2dd2c605968aaeb,1,1,1,0,0,1,0,1033,1033,8,0,0,0,0,0
ca56ab8d1359449298f07b2b274c8b4e,1,1,1,0,0,1,0,1011,1011,21,0,0,0,0,0
8ad076065c214e829a9fd66ce53ab688,1,1,1,0,0,1,0,1005,1005,19,0,1,0,0,0
de1cdc43591e415e95854e2ea7da81c2,1,1,1,0,0,1,0,988,988,52,0,0,0,0,0
fdb230b67d5e45baa081955b28a7fa48,1,1,1,0,0,1,0,971,971,186,0,0,0,0,0
eef92dd6a2ad480f95134eaaf439f74e,1,1,1,0,0,1,0,964,964,67,0,0,0,0,1
81899e7acb394309957e28cf7b8b8fb6,1,1,1,0,0,1,0,962,962,45,0,0,0,0,1


