#=================================================================
# O365 Home - All users _6_7
# Date: May 20 2019 - May 21 2019
"# Segments: Vtr: Non-Microsoft Traffic, Exclude Revenue > 10000, Market - EN-US"
#=================================================================


##############################################
# Metrics - No Device orders
##############################################
,Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit)
,Order Exists,Order Exists,Visits,New Visitors,Return Visitors,Visits,Visits,Visits,Visits,Visits,Visits,Visits,Time Spent per Visit (seconds),Delocalized O365 Home (HIT),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),RPV (Revenue/Visitor)
,Visits,Visits,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,O&O,Direct,Organic Search,Paid Search,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try,RPV (Revenue/Visitor)
,Paid Orders_SJ (Visit),Free Revenue,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,O&O,Direct,Organic Search,Paid Search,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try,RPV (Revenue/Visitor)
23b90cef7b14482c8734de2f37b1d34a,0,0,1,0,1,0,0,1,0,1,0,0,,,49,0,2,0,1,0,0,0
1d0bb909d3fceb42a5c7efb6b8c9fb2d,0,0,1,0,1,0,0,1,0,1,0,0,,,2,0,0,0,0,0,0,0
33a7927bc9244ec896237383a3b06e35,0,0,1,0,1,0,0,1,0,1,0,0,,,2,0,0,0,0,0,0,0
327de338a57341a793702cfedf10f248,0,0,1,0,1,0,0,1,0,1,0,0,,,1,0,0,0,0,0,0,0
df4c3ea67255437b99c35136cc572dc4,0,0,1,0,1,0,0,1,0,1,0,0,,,0,0,0,0,0,0,0,0
370c7975a2db4a9f97a3a2bf800b2ef7,0,0,1,0,1,0,0,1,0,1,0,0,,,0,0,0,0,0,0,0,0
f93bb0d77fad42e8a5300607f0da6b97,0,0,1,0,1,0,0,1,0,0,1,0,11193,28,206,0,0,1,0,0,0,0
1ff2e5df1085489a99b1e36cb6c9d753,0,0,1,0,1,0,0,1,0,0,1,0,3435,139,36,0,0,0,0,0,0,0
5d5b8f37cc6e4cefbb61fe169117bdfe,0,0,1,0,1,0,0,1,0,0,1,0,2647,620,36,0,1,0,1,0,0,0
fb3f15efd8d548398c41f75eb5fb9b63,0,0,1,0,1,0,0,1,0,0,1,0,2182,,31,0,0,0,0,0,0,0
2a292d0d0acc68409879399332f0e370,0,0,1,0,1,0,0,1,0,0,1,0,2172,,21,0,0,0,0,0,0,0
ed3c8ccd19e2445f86ff667eabf47e9d,0,0,1,0,1,0,0,1,0,0,1,0,2094,44,44,0,0,0,0,0,0,0
31a67199a7664694870636654315345e,0,0,1,0,1,0,0,1,0,0,1,0,2015,5,7,0,0,0,0,0,0,0
f1c7b03dcc3b4c6cbea3115e0ece1838,0,0,1,0,1,0,0,1,0,0,1,0,1405,,19,0,0,0,0,0,0,0
0caff79cda3c40bf9aab8add82205b12,0,0,1,0,1,0,0,1,0,0,1,0,1389,42.333333333333336,77,0,0,0,0,0,0,0
87e17da8e52a4c1aacd9d7da67bd2b30,0,0,1,0,1,0,0,1,0,0,1,0,1162,131,37,0,0,0,0,0,0,0
b225cd3098344eb09d3831f60e62a5ad,0,0,1,0,1,0,0,1,0,0,1,0,1160,,46,0,0,0,0,0,0,0
526e89b7ba674481ad2f5909302a8d5f,0,0,1,0,1,0,0,1,0,0,1,0,1071,34,53,0,0,0,0,0,0,0
fa99076f3d854a7d97f2d8332870eb96,0,0,1,0,1,0,0,1,0,0,1,0,885,,31,0,0,0,0,0,0,0
2b394a9958a548869808352d3fa75eea,0,0,1,0,1,0,0,1,0,0,1,0,843,19,138,0,0,0,0,2,0,0
8713f9ad99ee4a63b5f3a2516586cd12,0,0,1,0,1,0,0,1,0,0,1,0,834,234,132,0,1,1,1,0,0,0
e8a00ae45a2e4f2599dca056a7b8e01f,0,0,1,0,1,0,0,1,0,0,1,0,695,,9,0,0,0,0,0,0,0
1229a758edc44d15b328068084f8192c,0,0,1,0,1,0,0,1,0,0,1,0,648,,3,0,0,0,0,0,0,0
e54593a842324ffc9824bcc840e544b2,0,0,1,0,1,0,0,1,0,0,1,0,637,25,28,0,0,0,0,0,0,0
20fbdf6d3b3c44138e0c11bacd640eb5,0,0,1,0,1,0,0,1,0,0,1,0,583,583,2,0,0,0,0,0,0,0
5b6a03d51f6944a0a0e592adc6d30459,0,0,1,0,1,0,0,1,0,0,1,0,551,11,26,0,0,0,0,0,1,0
a8580630468c47b9b70b5474e664c0eb,0,0,1,0,1,0,0,1,0,0,1,0,527,,10,0,0,0,0,0,0,0
19540c55f8494fc78a336190f99972a4,0,0,1,0,1,0,0,1,0,0,1,0,519,519,22,0,0,0,1,0,0,0
a733f2e371fd4ce4a885fc05624aebed,0,0,1,0,1,0,0,1,0,0,1,0,495,127,20,0,0,0,0,0,0,0
0ff83e9c11164fbb8e1fad72ca6bc0ce,0,0,1,0,1,0,0,1,0,0,1,0,470,,5,0,0,0,0,0,0,0
1311ad43b9d94249b1a8927787c01b82,0,0,1,0,1,0,0,1,0,0,1,0,432,,4,0,0,0,0,0,0,0
5aac85060a2f4af3b3c133ec778caba6,0,0,1,0,1,0,0,1,0,0,1,0,430,,22,0,0,0,0,0,1,0
51e15478d8c64708bc2e6b86ed36c8c3,0,0,1,0,1,0,0,1,0,0,1,0,428,,27,0,0,0,0,0,0,0
dfdfcac0ae1a42f1b22b371aaf50028a,0,0,1,0,1,0,0,1,0,0,1,0,417,3,37,0,0,0,0,0,3,0
ccc3fd8b227b464891aa45a17d674b21,0,0,1,0,1,0,0,1,0,0,1,0,390,5,16,0,0,0,0,0,0,0
172b105a816144709865f1ed49c3c693,0,0,1,0,1,0,0,1,0,0,1,0,356,28,5,0,0,0,0,0,0,0
004d82ed6c5349b4939729002550ef7a,0,0,1,0,1,0,0,1,0,0,1,0,351,11,3,0,0,0,0,0,0,0
2eb7245cc1fa449b931b5afe80dbe74f,0,0,1,0,1,0,0,1,0,0,1,0,332,17,4,0,0,0,0,0,0,0
29d07d106e6d46f0a27534627f6a5684,0,0,1,0,1,0,0,1,0,0,1,0,322,104,12,1,0,0,1,0,0,0
16ce218e6d57400b87329d37c2883e02,0,0,1,0,1,0,0,1,0,0,1,0,296,35,11,0,0,0,0,0,0,0
00ca129746ed4ed997bc120ed9ab047f,0,0,1,0,1,0,0,1,0,0,1,0,292,288,5,0,0,0,0,0,0,0
85204e6aa8f74bdfb5d73dfd0bd74a2e,0,0,1,0,1,0,0,1,0,0,1,0,283,90,36,0,0,0,0,0,0,0
6f4a34d3062c4eb78e25c49174e9a7e0,0,0,1,0,1,0,0,1,0,0,1,0,270,,27,0,0,0,0,3,0,0
5371a486f3b44e4382a499e88a0b06a9,0,0,1,0,1,0,0,1,0,0,1,0,233,,2,0,0,0,0,0,0,0
134c2bf9dda94aab8b9526ae402691ac,0,0,1,0,1,0,0,1,0,0,1,0,210,,10,0,1,1,1,2,0,0
150c70885e194c3eb1fbce678c343f65,0,0,1,0,1,0,0,1,0,0,1,0,193,,38,0,0,0,0,0,0,0
2d5caca284964694a9ead93dbf6ff46e,0,0,1,0,1,0,0,1,0,0,1,0,192,,8,0,0,0,0,0,0,0
372dcf73aae248739302c3ea2cb1da83,0,0,1,0,1,0,0,1,0,0,1,0,190,,20,0,0,0,0,0,0,0
9275441b322b4cf38315c43f7c6caa05,0,0,1,0,1,0,0,1,0,0,1,0,186,,35,0,0,0,0,0,0,0
ca73c9e368b649d4a85e848f9df04c93,0,0,1,0,1,0,0,1,0,0,1,0,177,22,24,0,0,0,0,1,0,0
9ba299fc8e9443c8ae5d56b714c707b8,0,0,1,0,1,0,0,1,0,0,1,0,163,,14,0,0,0,0,2,0,0
fc0741100fde4a91b495e28cacdc1993,0,0,1,0,1,0,0,1,0,0,1,0,157,,19,0,0,0,0,0,0,0
ea857e4183dd477084c5e63f1c6f0726,0,0,1,0,1,0,0,1,0,0,1,0,132,,13,0,0,0,0,0,0,0
b3f1444e46744d4f9b816c27b2f871eb,0,0,1,0,1,0,0,1,0,0,1,0,128,4,23,0,0,0,0,1,0,0
05494fe621e3914091dcff08b3dd27f4,0,0,1,0,1,0,0,1,0,0,1,0,128,,2,0,0,0,0,0,0,0
821c1b7a370b41e2959f16dab606a0c6,0,0,1,0,1,0,0,1,0,0,1,0,116,10,5,0,0,0,0,0,0,0
e5dd3fe79135412c95bacaa5b71aa1ce,0,0,1,0,1,0,0,1,0,0,1,0,113,,5,0,0,0,0,0,0,0
a9b67174a93f42bf976a292cc445e411,0,0,1,0,1,0,0,1,0,0,1,0,112,21,7,0,0,0,0,0,0,0
5aa89d31e78a474287c73da433df2490,0,0,1,0,1,0,0,1,0,0,1,0,108,40,11,0,0,0,0,0,0,0
5f5700d2c1814f42a3ea91e8a44b4a51,0,0,1,0,1,0,0,1,0,0,1,0,106,,4,0,0,0,0,0,1,0
6853c0a385734b10a8813d858a0f2948,0,0,1,0,1,0,0,1,0,0,1,0,100,,1,0,0,0,0,0,0,0
eb2f9391861742b38c8e9535ad48654f,0,0,1,0,1,0,0,1,0,0,1,0,83,,7,0,0,0,0,0,0,0
6554e726884348ac8a5dfb907445cf32,0,0,1,0,1,0,0,1,0,0,1,0,81,,2,0,0,0,0,0,0,0
354004d5518e4e33a3df2c07823ffcb2,0,0,1,0,1,0,0,1,0,0,1,0,74,,8,0,0,0,0,0,0,0
39602e19627e4a86a5c4b19f27374137,0,0,1,0,1,0,0,1,0,0,1,0,70,70,2,0,0,0,0,0,0,0
4dece1ceac7c43419d8c54e2ea33c63c,0,0,1,0,1,0,0,1,0,0,1,0,70,,5,0,0,0,0,0,0,0
640fd913599d724cbe8bb18b1e76b330,0,0,1,0,1,0,0,1,0,0,1,0,68,1.5,0,0,0,0,0,0,0,0
c15530910fe94194add55a55993d8908,0,0,1,0,1,0,0,1,0,0,1,0,67,,18,0,0,0,0,0,4,0
703cd1e710534e7283695dfd704749d8,0,0,1,0,1,0,0,1,0,0,1,0,58,,10,0,0,0,0,0,0,0
244468e256e74ae3b17b8826c173e5de,0,0,1,0,1,0,0,1,0,0,1,0,57,19,10,0,0,0,0,0,0,0
ef9350abb0be4e15bcdab06c39cbc9da,0,0,1,0,1,0,0,1,0,0,1,0,51,2,8,0,0,0,0,0,0,0
dd32bf1232c84a43abfdc4e78b818e36,0,0,1,0,1,0,0,1,0,0,1,0,51,,13,0,0,0,0,0,0,0
fdc78e428cd7414f9c4f94605f855c51,0,0,1,0,1,0,0,1,0,0,1,0,49,,6,0,0,0,0,1,0,0
167847af849545899ca754011547a18e,0,0,1,0,1,0,0,1,0,0,1,0,46,,1,0,0,0,0,0,0,0
cb9021897a7346e59a1b84ac134da17e,0,0,1,0,1,0,0,1,0,0,1,0,43,,4,0,0,0,0,0,0,0
989abb361f524170a261f08cfda28b81,0,0,1,0,1,0,0,1,0,0,1,0,37,,3,0,0,0,0,0,0,0
3050e423707ec543afa22bbee412c5d8,0,0,1,0,1,0,0,1,0,0,1,0,28,,6,0,0,0,0,0,0,0
af1585212a17464a81d068d5a508f42e,0,0,1,0,1,0,0,1,0,0,1,0,17,17,1,0,0,0,0,0,0,0
62746eb7a1cf4893a7494dc0be2f87be,0,0,1,0,1,0,0,1,0,0,1,0,16,,2,0,0,0,0,0,0,0
cb58447947585843943651dfb67d53f1,0,0,1,0,1,0,0,1,0,0,1,0,15,,2,0,0,0,0,0,0,0
93fa7a52157941ffb89103a98df4b85e,0,0,1,0,1,0,0,1,0,0,1,0,15,,1,0,0,0,0,0,0,0
5c45f4bf1e914aae9b1e7b816af56f21,0,0,1,0,1,0,0,1,0,0,1,0,14,,6,0,0,0,0,0,0,0
10eb197e7dcc4a15a540bd616a860962,0,0,1,0,1,0,0,1,0,0,1,0,14,,3,0,0,0,0,0,0,0
a9a43b2e951a407d8c8d85ea1ede8b29,0,0,1,0,1,0,0,1,0,0,1,0,13,,5,0,0,0,0,0,0,0
f4b39902a92c4121b45e274d15a4b8d1,0,0,1,0,1,0,0,1,0,0,1,0,12,6,2,0,0,0,0,0,0,0
2f17c48bb1c74f96ae0e5db5d91a0df0,0,0,1,0,1,0,0,1,0,0,1,0,12,,2,0,0,0,0,0,0,0
bf2a5d0da06445e294397561a577e107,0,0,1,0,1,0,0,1,0,0,1,0,11,11,1,0,0,0,0,0,0,0
8afbbfab186243fd9f48cd50d7871280,0,0,1,0,1,0,0,1,0,0,1,0,11,8,17,0,0,0,0,0,0,0
9051858f042c42abb993b2648ba32778,0,0,1,0,1,0,0,1,0,0,1,0,10,,2,0,0,0,0,0,0,0
ab1a03ef745d4604a88dc91b15fe3b2f,0,0,1,0,1,0,0,1,0,0,1,0,10,,1,0,0,0,0,0,0,0
48c2a260b592486ba21b0c33d3b76725,0,0,1,0,1,0,0,1,0,0,1,0,9,,1,0,0,0,0,0,0,0
bcc86d087d4a45b2b4cd98329edf4063,0,0,1,0,1,0,0,1,0,0,1,0,8,,4,0,0,0,0,0,0,0
42a24293ce304a3fb791531e5498bd21,0,0,1,0,1,0,0,1,0,0,1,0,8,,1,0,0,0,0,0,0,0
da340302929e4733aa4e858a37ef5dd5,0,0,1,0,1,0,0,1,0,0,1,0,7,,2,0,0,0,0,0,0,0
3da1efbfd45645b59e876bbafa37c827,0,0,1,0,1,0,0,1,0,0,1,0,7,,2,0,0,0,0,0,0,0
2cf69e4125ef479e840141c6113766b2,0,0,1,0,1,0,0,1,0,0,1,0,4,,2,0,0,0,0,0,2,0
091e0c13a61c4d99850ea1f75b320ac2,0,0,1,0,1,0,0,1,0,0,1,0,3,,1,0,0,0,0,0,0,0
045a5a7d7dc04c27beca419e58264565,0,0,1,0,1,0,0,1,0,0,1,0,2,,2,0,0,0,0,0,0,0
18f636146daf4161a6534ce714012d15,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
e137a4a5eced41bb9db89a87c9978579,0,0,1,0,1,0,0,1,0,0,1,0,1,,0,0,0,0,0,0,0,0
b8f3379fed4446198dc2c2b2e9bfc965,0,0,1,0,1,0,0,1,0,0,1,0,,,31,0,0,0,0,0,0,0
45232cbdd56841b2bcc740e062aba23b,0,0,1,0,1,0,0,1,0,0,1,0,,,24,0,0,0,0,0,0,0
3ede4e5f68b447b3b12dcbdbd53c43a8,0,0,1,0,1,0,0,1,0,0,1,0,,,1,0,0,0,0,0,0,0
7a64903b9bf640b78fd7bf9acefa93b1,0,0,1,0,1,0,0,1,0,0,1,0,,,1,0,0,0,0,0,0,0
b80504ee765442aba69001dd7b69be4e,0,0,1,0,1,0,0,1,0,0,1,0,,,0,0,0,0,0,0,0,0
24fc931a0d9047bdb0de0de5f377175d,0,0,1,0,1,0,0,1,0,0,1,0,,,0,0,0,0,0,0,0,0
f49a6ff93d864bfcba0560cde5b02e3b,0,0,1,0,1,0,0,1,0,0,0,1,2856,,16,0,0,0,0,0,0,0
cb668e35ee484a0cb469af24b765b1c5,0,0,1,0,1,0,0,1,0,0,0,1,2656,40,52,0,0,0,0,0,6,0
0c527f193e584131b553ea8af3f3e1ac,0,0,1,0,1,0,0,1,0,0,0,1,1785,14,13,0,0,0,0,0,1,0
ab165cd5285842039500a1a9245afb43,0,0,1,0,1,0,0,1,0,0,0,1,1561,26,23,0,0,0,0,2,0,0
03554aabe031c046988a8f6582343d41,0,0,1,0,1,0,0,1,0,0,0,1,1443,356,19,0,0,0,0,0,0,0
524ffd2a0cc24e8da8a9b3e097331774,0,0,1,0,1,0,0,1,0,0,0,1,1343,,36,0,0,0,0,1,0,0
70866e50df2c436484c50007aafa2177,0,0,1,0,1,0,0,1,0,0,0,1,1051,,8,0,0,0,0,0,0,0
2bc929823d0443be8ec9bf2ee32acdbb,0,0,1,0,1,0,0,1,0,0,0,1,882,,45,0,0,0,0,0,0,0
da45697177b940c083b1bedf4fa92660,0,0,1,0,1,0,0,1,0,0,0,1,855,87.5,11,0,0,0,0,0,0,0
d8e5019b4eeb4a73a903b563cc04e953,0,0,1,0,1,0,0,1,0,0,0,1,813,,10,0,0,0,0,0,0,0
a7ea6e328c444de2b271136795546b48,0,0,1,0,1,0,0,1,0,0,0,1,560,,13,0,0,0,0,0,0,0
e3bb73431869436fbf8f3f4ad75caa22,0,0,1,0,1,0,0,1,0,0,0,1,501,,57,0,0,0,0,3,0,0
8cb346cec00d4cc1aeff2a99ed203969,0,0,1,0,1,0,0,1,0,0,0,1,411,1,37,0,0,0,0,0,0,0
dbb65bd96ee44818adcd52437b76b9aa,0,0,1,0,1,0,0,1,0,0,0,1,392,81,27,0,0,0,0,0,0,0
502845ea439f4c30ba5e1b78980800af,0,0,1,0,1,0,0,1,0,0,0,1,372,8,15,0,1,0,0,0,5,0
d3662a41439a4744ab56435814e8659e,0,0,1,0,1,0,0,1,0,0,0,1,346,,8,0,0,0,0,0,0,0
50d1b0e1298749f5852d8396d1dbb9f0,0,0,1,0,1,0,0,1,0,0,0,1,296,14,55,0,0,0,0,0,0,0
c452cf885a654f7097a3f52f7905908f,0,0,1,0,1,0,0,1,0,0,0,1,286,,12,0,0,0,0,0,0,0
015818f22e834a52ab31ce1758c44971,0,0,1,0,1,0,0,1,0,0,0,1,281,28,15,0,0,0,0,1,0,0
30e6b5fb3824481db50526cf4bf963a0,0,0,1,0,1,0,0,1,0,0,0,1,268,,22,0,0,0,0,0,0,0
12df1b4e17822f46b9097642d2d27e7d,0,0,1,0,1,0,0,1,0,0,0,1,172,113,6,0,0,0,0,0,0,0
e0469774e2024e83851130c221a35bb9,0,0,1,0,1,0,0,1,0,0,0,1,138,,9,0,0,0,0,0,0,0
d6648aef5d3942d7b941216d592cffd6,0,0,1,0,1,0,0,1,0,0,0,1,131,,5,0,0,0,0,0,0,0
dc0355e06a2444cbbcc9df3051a767ae,0,0,1,0,1,0,0,1,0,0,0,1,126,,36,0,0,0,0,0,0,0
0f8e9a5cd0c341d6bf30cf0219031f22,0,0,1,0,1,0,0,1,0,0,0,1,87,,9,0,0,0,0,0,0,0
ca0fee50e66847b889bbaada6b7ce6bb,0,0,1,0,1,0,0,1,0,0,0,1,80,,4,0,0,0,0,0,0,0
098e6df24b7e4e28bcb29c76b7bff234,0,0,1,0,1,0,0,1,0,0,0,1,51,29,5,0,0,0,0,0,0,0
0c7314405cfb4711a541e5ebfa22bb1a,0,0,1,0,1,0,0,1,0,0,0,1,48,,8,0,0,0,0,0,0,0
5710926a30f4405ebc533e69a161139a,0,0,1,0,1,0,0,1,0,0,0,1,44,41,6,0,0,0,0,0,0,0
1729a568cd604d8e9e5f1b4bd282bdf5,0,0,1,0,1,0,0,1,0,0,0,1,31,27,2,0,0,0,0,0,0,0
4f0dbd3f7174405dbf758aeaf3ecba39,0,0,1,0,1,0,0,1,0,0,0,1,28,12,7,0,0,0,0,0,0,0
e76d7cf1e89842f2aec514d999418be1,0,0,1,0,1,0,0,1,0,0,0,1,27,,1,0,0,0,0,0,0,0
280649618b2f44d6a4a52e9d0182466a,0,0,1,0,1,0,0,1,0,0,0,1,20,12,3,0,0,0,0,0,0,0
3ddc2b8d63ed403a874dcde5bcec3180,0,0,1,0,1,0,0,1,0,0,0,1,18,,9,0,0,0,0,0,0,0
7586161d96c7854e98e627ce41f17349,0,0,1,0,1,0,0,1,0,0,0,1,15,5,2,0,0,0,0,0,0,0
f20d66bebea34dcf8ce31df32565212f,0,0,1,0,1,0,0,1,0,0,0,1,12,,2,0,0,0,0,0,0,0
065340a466c747c1bcefca9c887cb497,0,0,1,0,1,0,0,1,0,0,0,1,11,,0,0,0,0,0,0,0,0
6c3fbcf1187e49a1ba7e353d7d652efa,0,0,1,0,1,0,0,1,0,0,0,1,9,,0,0,0,0,0,0,0,0
05dce5e412a6473a94f57804a7c3a611,0,0,1,0,1,0,0,1,0,0,0,1,8,,2,0,0,0,0,0,0,0
2bee133655d540e1a1353a2485e98058,0,0,1,0,1,0,0,1,0,0,0,1,7,,1,0,0,0,0,0,0,0
0907973dcfad4a54b34520b77320b5cd,0,0,1,0,1,0,0,1,0,0,0,1,5,,0,0,0,0,0,0,0,0
80b66e15242e41cba54a3cf59a530d97,0,0,1,0,1,0,0,1,0,0,0,1,4,,1,0,0,0,0,0,0,0
96c6e2b2aa0f43acaae701fe66fd3c59,0,0,1,0,1,0,0,1,0,0,0,1,3,,2,0,0,0,0,0,0,0
8c6e10b2672e4fe683f8ee7f590c21b8,0,0,1,0,1,0,0,1,0,0,0,1,,,3,0,0,0,0,0,0,0
864c8e2815be4317983789689ce56309,0,0,1,0,1,0,0,1,0,0,0,1,,,1,0,0,0,0,0,0,0
7b702eb860034b6584117395908981e5,0,0,1,0,1,0,0,1,0,0,0,0,4052,482,11,0,0,0,0,0,0,0
82626b3d8b2f4626a0ff34abab8b65cc,0,0,1,0,1,0,0,1,0,0,0,0,1055,81,45,0,0,0,0,0,0,0
3efa8c52184849ebbbb746c404b5c835,0,0,1,0,1,0,0,1,0,0,0,0,813,,13,0,0,0,0,0,1,0
028ab6a8d52f49e2b0faecac7dc763a3,0,0,1,0,1,0,0,1,0,0,0,0,769,55,27,0,0,0,0,0,0,0
8d80a7974aae44009fbe64e473a51c95,0,0,1,0,1,0,0,1,0,0,0,0,711,42,71,0,0,0,0,0,0,0
6591759ea4084beeab0d0c65f68b6301,0,0,1,0,1,0,0,1,0,0,0,0,545,,30,0,0,0,0,0,0,0
31f6b6a061874a9e85755ca3442f75be,0,0,1,0,1,0,0,1,0,0,0,0,255,,0,0,0,0,0,0,0,0
9f469072c49d4f2586f83a046582ea46,0,0,1,0,1,0,0,1,0,0,0,0,247,,53,0,0,0,0,0,0,0
7ff9462ec103477cb6a9b8843d69eb6a,0,0,1,0,1,0,0,1,0,0,0,0,191,,0,0,0,0,0,0,0,0
7088c69b6f9f4633a3b1ffdd4e956497,0,0,1,0,1,0,0,1,0,0,0,0,132,85,0,0,0,0,0,0,0,0
c2462107eb754d45b9f95074f87ead6c,0,0,1,0,1,0,0,1,0,0,0,0,120,,9,0,0,0,0,0,0,0
e94bc41a6d3546ddbfd30c73f560f908,0,0,1,0,1,0,0,1,0,0,0,0,116,10,4,0,0,0,0,0,0,0
6ca8bbbfa64c42e084208d10ef5a11b6,0,0,1,0,1,0,0,1,0,0,0,0,27,,3,0,0,0,0,0,0,0
a016cae70f3742c5b0c3a778c6e70899,0,0,1,0,1,0,0,1,0,0,0,0,12,,3,0,0,0,0,0,0,0
b8e64b3f7b864c91b9017887b0612376,0,0,1,0,1,0,0,1,0,0,0,0,7,,3,0,0,0,0,0,0,0
227bf383ba79461ba7a85fb800330492,0,0,1,0,1,0,0,1,0,0,0,0,6,,3,0,0,0,0,1,0,0
4c5961b9c7a444de8ab5a85c0f2c92f1,0,0,1,0,1,0,0,1,0,0,0,0,5,5,2,0,0,0,0,0,0,0
3c056abda7e1488e9027ccfd7c57e999,0,0,1,0,1,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,0,0
30f5f12174c54c14a10be54cef32ebba,0,0,1,0,1,0,0,1,0,0,0,0,,,3,0,0,0,0,0,0,0
205b0eec20fc41a98ccac261b703d756,0,0,1,0,1,0,0,1,0,0,0,0,,,1,0,0,0,0,0,0,0
c7fd1121205f471797c7ee5951201409,0,0,1,0,1,0,0,0,1,0,0,0,8909,83,85,1,1,0,0,0,0,0
61275a74d2844512b8de22bbce241b1e,0,0,1,0,1,0,0,0,1,0,0,0,8532,37,950,0,0,1,0,0,0,0
74848e40c57c40f4815dd23289d7d450,0,0,1,0,1,0,0,0,1,0,0,0,6940,621,75,0,1,0,0,0,0,0
a9f7b75f9b3c4a6f998462c991edc67e,0,0,1,0,1,0,0,0,1,0,0,0,5379,83,268,0,2,0,0,0,0,0
4ececa539e824a3094d1366612d6da90,0,0,1,0,1,0,0,0,1,0,0,0,4492,15,249,0,0,0,0,2,0,0
09ea48b8959a44ef9e51090b3b0db319,0,0,1,0,1,0,0,0,1,0,0,0,4179,6,87,0,0,0,0,0,0,0
5d7210d1c9604b3b9e3a8b3e4a24a401,0,0,1,0,1,0,0,0,1,0,0,0,3784,57,52,0,0,0,0,0,0,0
d4b075b74b744e339d0d0f0e9b03355f,0,0,1,0,1,0,0,0,1,0,0,0,3537,521,107,0,0,0,0,0,0,0
6b27342f24ca4dc2869579b6dac67e4e,0,0,1,0,1,0,0,0,1,0,0,0,3233,149,136,0,0,0,0,0,0,0
b13aef38fb4b4c41a51bbf6c6aebb238,0,0,1,0,1,0,0,0,1,0,0,0,2821,1772,6,0,0,0,0,0,0,0
8009769ceef94f219368da5cc9de4f19,0,0,1,0,1,0,0,0,1,0,0,0,2590,,87,0,0,0,0,0,0,0
d1045ed561d349fc95cbe12731817e30,0,0,1,0,1,0,0,0,1,0,0,0,2391,,49,0,0,0,0,2,0,0
46a4031018d44e5caf5a7a8d74b258fb,0,0,1,0,1,0,0,0,1,0,0,0,2124,11,135,0,0,0,0,1,0,0
ae9d12284e0f429296f5a4e5663babf5,0,0,1,0,1,0,0,0,1,0,0,0,2105,,93,0,0,0,0,0,0,0
1e244523a4d545abb78111f660f9979c,0,0,1,0,1,0,0,0,1,0,0,0,1941,,163,0,0,0,0,0,0,0
5724d214f0334a7fa2906a73076a010a,0,0,1,0,1,0,0,0,1,0,0,0,1901,,156,0,0,0,0,6,0,0
25d4413844c74c72a50a3ab2b341c7cb,0,0,1,0,1,0,0,0,1,0,0,0,1718,,6,0,0,0,0,0,0,0
a8744c2d4725490aa6c3c93ae3e4e4fd,0,0,1,0,1,0,0,0,1,0,0,0,1636,7,52,1,0,2,0,0,0,0
19301c8540a34f2b98c40df60a85fa2c,0,0,1,0,1,0,0,0,1,0,0,0,1583,4,56,0,0,4,0,0,0,0
1bfeb45502004bd0aeb58b3dfde5ca1e,0,0,1,0,1,0,0,0,1,0,0,0,1400,157,52,0,0,0,0,0,0,0
92f73cc0bba5495c84255f1281153501,0,0,1,0,1,0,0,0,1,0,0,0,1399,24,99,2,0,2,0,0,0,0
46dae5efcbe64c2a87579a7048782145,0,0,1,0,1,0,0,0,1,0,0,0,1352,,19,0,0,0,0,0,0,0
291ac52c84a94862809088f7beac9107,0,0,1,0,1,0,0,0,1,0,0,0,1342,58,137,0,1,0,0,0,0,0
3398866cba964d659c812920d6c8302f,0,0,1,0,1,0,0,0,1,0,0,0,1299,21,109,0,1,0,0,1,0,0
3a76744e96734b40aaac5d2f2e4379b1,0,0,1,0,1,0,0,0,1,0,0,0,1294,47,70,0,0,0,0,1,0,0
a8dbe51b06c44546aa94ee1a6941b2d2,0,0,1,0,1,0,0,0,1,0,0,0,1274,14,92,0,0,0,0,7,0,0
049e99192f01427c9269127e42647151,0,0,1,0,1,0,0,0,1,0,0,0,1256,7,14,0,0,0,0,0,0,0
90a892555e62478ebcac947d956c2963,0,0,1,0,1,0,0,0,1,0,0,0,1218,284,26,0,0,0,0,0,0,0
