#=================================================================
# O365 Personal - All users _6_7
# Date: May 20 2019 - May 21 2019
"# Segments: Vtr: Non-Microsoft Traffic, Exclude Revenue > 10000, Market - EN-US, Delocalized O365 Personal (Visit)"
#=================================================================


#=================================================================
# O365 Home - Buy
# Date: May 20 2019 - May 21 2019
"# Segments: Vtr: Non-Microsoft Traffic, Exclude Revenue > 10000, Market - EN-US, Paid Orders_SJ (Visit), Delocalized O365 Personal (Visit)"
#=================================================================


##############################################
# Metrics - No Device orders
##############################################
,Order Exists,Order Exists,Visits,New Visitors,Return Visitors,Visits,Visits,Visits,Visits,Visits,Visits,Visits,Time Spent per Visit (seconds),Delocalized O365 Personal (HIT),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),RPV (Revenue/Visitor)
,Visits,Visits,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,O&O,Direct,Organic Search,Paid Search,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try,RPV (Revenue/Visitor)
,Paid Orders_SJ (Visit),Free Revenue,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,O&O,Direct,Organic Search,Paid Search,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try,RPV (Revenue/Visitor)
9bd504709d0d4983b1d37791d17e88dd,1,0,1,1,0,0,1,0,0,0,0,1,1359,,51,0,0,0,0,0,0,69.99
be0bd1c82dcc485983c1d761c9d4d92c,1,0,1,1,0,0,1,0,0,0,0,1,1196,,47,0,0,0,0,0,0,149.99
e1ffdc8401e94ccf84d1f673b1f78bfb,1,0,1,1,0,0,1,0,0,0,0,1,827,51,69,0,0,0,0,0,0,6.99
f600b3c2de5a42c7ab750d6e3377164f,1,0,1,1,0,0,1,0,0,0,0,1,658,,17,0,0,0,0,0,0,99.99000000000001
485e9968b15f43c19347a12e812613ba,1,0,1,1,0,0,1,0,0,0,0,1,446,,10,0,0,0,0,0,0,69.99
6ed61a8d3b4744bd8d3d1f6b0998cc0d,1,0,1,1,0,0,1,0,0,0,0,1,326,46,28,0,0,0,0,0,0,6.99
fe882f68234d4d1db3ea09817ea033e9,1,0,1,1,0,0,1,0,0,0,0,1,293,,28,0,0,0,0,0,0,6.99
7107613a47e64a35a78f6c5df968680c,1,0,1,1,0,0,1,0,0,0,0,1,270,,30,0,0,0,0,0,0,149.99
1802fda241874294b46bf8c5885a44c4,1,0,1,1,0,0,1,0,0,0,0,1,251,,38,0,0,0,0,1,0,79.99
ea3233904fc4430d8a9799d13415bf63,1,0,1,1,0,0,1,0,0,0,0,1,242,,30,0,0,0,0,0,0,6.99
37ad666d9cd0422db8e052dc0cd23303,1,0,1,1,0,0,1,0,0,0,0,1,217,,23,0,0,0,0,0,0,6.99
9fb337c22853429e91128e63b0939740,1,0,1,1,0,0,1,0,0,0,0,1,192,3,14,0,0,0,0,0,0,6.99
59c43330d3114a8d9553a6bd4b4bea1f,1,0,1,1,0,0,1,0,0,0,0,1,185,,28,0,0,0,0,0,0,6.99
6f4f63fcb4124b869928ed84c519fdd3,1,0,1,1,0,0,1,0,0,0,0,1,174,3,18,0,0,0,0,0,0,69.99
ee3f5e10652e452ebd3572199a6e8127,1,0,1,1,0,0,1,0,0,0,0,1,150,,27,0,0,0,0,0,0,9.99
8833e3b233874181924d940dae629411,1,0,1,1,0,0,1,0,0,0,0,1,146,,22,0,0,0,0,0,0,69.99
e15d2faf3312491e8f62d66251024b49,1,0,1,1,0,0,1,0,0,0,0,1,139,,13,0,0,0,0,0,0,6.99
651cc05a8cb34b0e9cd29ad23d28a852,1,0,1,1,0,0,1,0,0,0,0,1,119,24,31,0,0,0,0,1,0,69.99
99750d2cff7a4309aa15176a720a7e25,1,0,1,1,0,0,1,0,0,0,0,1,117,,8,0,0,0,0,0,0,99.99000000000001
00f60f4a1b8c40fc8713f4e85218e696,1,0,1,1,0,0,1,0,0,0,0,1,114,,11,0,0,0,0,0,0,69.99
e5eecb0e509a4f8183072c803876cf6d,1,0,1,1,0,0,1,0,0,0,0,1,112,,6,0,0,0,0,0,0,69.99
bad9196291b1466e92184c72a86d5841,1,0,1,1,0,0,1,0,0,0,0,1,101,,14,0,0,0,0,0,0,69.99
8f5855f849604bd6b27d13ce36c46f43,1,0,1,1,0,0,1,0,0,0,0,1,85,,13,0,0,0,0,0,0,6.99
cfc308c33b164b65aa06f113e7160a87,1,0,1,1,0,0,1,0,0,0,0,1,77,,11,0,0,0,0,0,0,69.99
bbefd3c8c19545a79f99546158ed439c,1,0,1,1,0,0,1,0,0,0,0,1,73,,14,0,0,0,0,0,0,69.99
9a9bbcd75d6743ecb25a799f6a84197f,1,0,1,1,0,0,1,0,0,0,0,1,66,2,7,0,0,0,0,0,0,6.99
da1c40b14d32439ab1451c0fc83760db,1,0,1,1,0,0,1,0,0,0,0,1,66,,18,0,0,0,0,0,0,6.99
5f53710be4014b56aea3fd06e241ec91,1,0,1,1,0,0,1,0,0,0,0,1,59,,8,0,0,0,0,0,0,149.99
13d57be6db1e400ab5d47c35060a7d08,1,0,1,1,0,0,1,0,0,0,0,1,57,,11,0,0,0,0,0,0,6.99
ba077aa56d064021a4c80736b863f104,1,0,1,1,0,0,1,0,0,0,0,1,50,17,4,0,0,0,0,0,0,69.99
b605ad6f591b4468876f2c1922d768e5,1,0,1,1,0,0,1,0,0,0,0,1,44,,9,0,0,0,0,0,0,6.99
39054e10613c476f893c0c5950120f5e,1,0,1,1,0,0,1,0,0,0,0,1,42,,6,0,0,0,0,0,0,6.99
c19c444cbe2a4e4e998bb677be0f2f20,1,0,1,1,0,0,1,0,0,0,0,1,41,,11,0,0,0,0,0,0,6.99
3b23631c86df4b47911fc29ef7c66efc,1,0,1,1,0,0,1,0,0,0,0,1,37,,6,0,0,0,0,0,0,149.99
febdc165ba2d42a0b2193fea7d37ccc3,1,0,1,1,0,0,1,0,0,0,0,1,22,,10,0,0,0,0,0,0,6.99
7f89a96319eb3344a93922a4fbfba96f,1,0,1,1,0,0,1,0,0,0,0,1,21,,14,0,0,0,0,0,0,6.99
f4ce32b8f29a49209b24de663d0b6fcb,1,0,1,1,0,0,1,0,0,0,0,1,11,,6,0,0,0,0,0,0,6.99
575e42fdff314bff9aa1731f62ad82c9,1,0,1,1,0,0,1,0,0,0,0,1,1,,3,0,0,0,0,0,0,6.99
800bb111da81496586fbba04ca74d969,1,0,1,1,0,0,1,0,0,0,0,1,,,3,0,0,0,0,0,0,6.99
917f12eca7b24fdd833720916d111e29,1,0,1,1,0,0,1,0,0,0,0,0,661,,6,0,0,0,0,0,0,69.99
9ba746f1e76a415a8fa462401509bda0,1,0,1,1,0,0,1,0,0,0,0,0,234,,31,0,0,0,0,0,0,69.99
281a457a8000466fb0b711ff42d98cf8,1,0,1,1,0,0,0,1,1,0,0,0,1316,8,45,0,0,0,0,2,0,149.99
862aa98ef55f4607b5160f5685b04451,1,0,1,1,0,0,0,1,1,0,0,0,1160,30,53,0,1,0,0,1,0,14.99
cf645f46eed14647bf854fc2f9977601,1,0,1,1,0,0,0,1,1,0,0,0,1155,,84,0,0,0,0,0,0,69.99
f1e49e6961ded043852557d8272df42b,1,0,1,1,0,0,0,1,1,0,0,0,1083,,22,0,0,0,0,0,0,6.99
e5be8d37fb9946f3bacf850a3c2ae8a6,1,0,1,1,0,0,0,1,1,0,0,0,1061,24,97,0,0,0,0,0,0,69.99
306f6014805247ca827fdc6766e19981,1,0,1,1,0,0,0,1,1,0,0,0,946,75,58,0,0,0,0,0,0,6.99
5580c89f5fff4d87b3e089f7de97b683,1,0,1,1,0,0,0,1,1,0,0,0,737,,118,0,0,0,0,0,0,6.99
cddbe79de5aa456fb800b2c95804269d,1,0,1,1,0,0,0,1,1,0,0,0,712,,16,0,0,0,0,0,0,6.99
27f9f60deab44748ac016f93798aae8c,1,0,1,1,0,0,0,1,1,0,0,0,697,,15,0,0,0,0,0,0,6.99
1be79cc92bdb494b8fa3e319dbece726,1,0,1,1,0,0,0,1,1,0,0,0,649,,46,0,0,0,0,0,0,69.99
5aac26aa20ce4d7495466e14cae6b7f0,1,0,1,1,0,0,0,1,1,0,0,0,493,48,5,0,0,0,0,1,0,69.99
c3997f691a9643a8a8861c84fa4293d1,1,0,1,1,0,0,0,1,1,0,0,0,464,,25,0,0,0,0,0,0,6.99
eeaa84497bd542058c50a87928924ac8,1,0,1,1,0,0,0,1,1,0,0,0,443,,47,0,0,0,0,1,0,149.99
f510603f4ec4428d9d0fe0a897bf6be0,1,0,1,1,0,0,0,1,1,0,0,0,441,,71,0,0,0,0,1,0,14.99
c8e43dc60a4f4f35b927adf9f5d32aa0,1,0,1,1,0,0,0,1,1,0,0,0,427,19,23,0,0,0,0,0,0,9.99
e8ca949954254afe996af4b719cae6a5,1,0,1,1,0,0,0,1,1,0,0,0,424,,27,0,0,0,0,0,0,6.99
eb94a7fb873e451b890e56302fb2ee80,1,0,1,1,0,0,0,1,1,0,0,0,422,24,88,0,0,0,0,3,0,9.99
057778d877054c4bb8fad8538570c8da,1,0,1,1,0,0,0,1,1,0,0,0,418,,76,0,0,0,0,0,0,14.99
d527096cd2af42e599cdfd2f0a79704b,1,0,1,1,0,0,0,1,1,0,0,0,348,,25,0,0,0,0,0,0,6.99
23c054b44993487bbcc5b1f0719884c4,1,0,1,1,0,0,0,1,1,0,0,0,315,,12,0,0,0,0,0,0,6.99
3ae3c25c22e94e4fbc187c37382f32e1,1,0,1,1,0,0,0,1,1,0,0,0,304,26,26,0,0,0,0,1,0,6.99
f2e8342a827d4447976c0c501008b5e7,1,0,1,1,0,0,0,1,1,0,0,0,240,,67,0,0,0,0,0,0,6.99
3b4391c3a2e6422f916317b4c3dd9231,1,0,1,1,0,0,0,1,1,0,0,0,225,15,50,0,0,0,0,1,0,6.99
fb2b86c6f12a496eaebc0b5bfbd12e06,1,0,1,1,0,0,0,1,1,0,0,0,203,2,26,0,0,0,0,0,0,69.99
7bee29017c7742df9d4ec82024612dc0,1,0,1,1,0,0,0,1,1,0,0,0,193,,16,0,0,0,0,0,0,69.99
90b300cff4a94455bf109b5851fd645e,1,0,1,1,0,0,0,1,1,0,0,0,191,,7,0,0,0,0,0,0,69.99
d380fdc75b3d4a20878e04944b4ecf2f,1,0,1,1,0,0,0,1,1,0,0,0,190,,19,0,0,0,0,0,0,69.99
971b67616843437e970d71bc697ce319,1,0,1,1,0,0,0,1,1,0,0,0,187,,31,0,0,0,0,0,0,69.99
9eb5463af9134e5fbdf8b23a0b2072e1,1,0,1,1,0,0,0,1,1,0,0,0,182,25,36,0,1,0,0,1,0,69.99
3d7970717f72424c861298ee75dc43c0,1,0,1,1,0,0,0,1,1,0,0,0,146,2,18,0,0,0,0,0,0,69.99
86f8943f7c8d4c3e8fe5e6065a668f5b,1,0,1,1,0,0,0,1,1,0,0,0,133,,23,0,0,0,0,0,0,149.99
6400e4e8beba497a8dee2cc450b37c8e,1,0,1,1,0,0,0,1,1,0,0,0,114,,25,0,0,0,0,0,0,149.99
eb907f7b9fef488783651ed4b2bc42f1,1,0,1,1,0,0,0,1,1,0,0,0,76,9,60,0,0,0,0,0,12,149.99
