#=================================================================
# O365 Personal - All users _6_7
# Date: May 20 2019 - May 21 2019
"# Segments: Vtr: Non-Microsoft Traffic, Exclude Revenue > 10000, Market - EN-US, Delocalized O365 Personal (Visit)"
#=================================================================


##############################################
# Metrics - No Device orders
##############################################
,Order Exists,Order Exists,Visits,New Visitors,Return Visitors,Visits,Visits,Visits,Visits,Visits,Visits,Visits,Time Spent per Visit (seconds),Delocalized O365 Personal (HIT),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),Link Clicks (e4),RPV (Revenue/Visitor)
,Visits,Visits,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,O&O,Direct,Organic Search,Paid Search,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try,RPV (Revenue/Visitor)
,Paid Orders_SJ (Visit),Free Revenue,Visits,New Visitors,Return Visitors,Office.com,Store,O365 Web,O&O,Direct,Organic Search,Paid Search,Time Spent per Visit (seconds),Average Time Spent on Site (seconds),Link Clicks (e4),tab-OverviewTab,tab-TechSpecsTab,tab-ReviewsTab,tab-FAQTab,AddToCartButton,products.office.com/*-*/try,RPV (Revenue/Visitor)
MC1 (Visitor ID) (v10),1610,160,17116,10185,5681,920,7463,5008,7003,3360,3165,2276,480.468264536174,111.7221300597213,276084,147,684,296,366,3685,1399,5.705851506365814
6a7b1a4e186749f9ba2baacd7bacd883,1,0,1,1,0,0,0,0,0,1,0,0,33,,11,0,0,0,0,0,0,6.99
2bcb6d4923774c5ebc6c8fb7ffc7faaa,1,0,1,1,0,0,0,0,0,1,0,0,27,,13,0,0,0,0,0,0,6.99
7eae9a951aaf4142826b0a11b712db75,1,0,1,1,0,0,0,0,0,1,0,0,27,,8,0,0,0,0,0,0,6.99
d5e9c257acfb44d7ab2aae9ee180b9b1,1,0,1,1,0,0,0,0,0,1,0,0,20,5,3,0,0,0,0,0,0,69.99
8a3e531e77e44b16a327b007db30f474,1,0,1,1,0,0,0,0,0,1,0,0,19,,10,0,0,0,0,0,0,6.99
5a732abb54de434ba8f1ffd4f9c32331,1,0,1,1,0,0,0,0,0,1,0,0,19,,6,0,0,0,0,0,0,69.99
756435a3c0834d38b8c9dfbe6958a3fb,1,0,1,1,0,0,0,0,0,1,0,0,13,,7,0,0,0,0,0,0,6.99
d055375a78ab4f248578e92bd5dc9b40,1,0,1,1,0,0,0,0,0,1,0,0,13,,6,0,0,0,0,0,0,6.99
ef13ad55a121425f9e0893d063091c39,1,0,1,1,0,0,0,0,0,1,0,0,1,,4,0,0,0,0,0,0,6.99
a85e13f3decf4d419cfbdfacf1a43536,1,0,1,1,0,0,0,0,0,1,0,0,,,4,0,0,0,0,0,0,6.99
da1f060a121e445dbbe92f2f5da5ab45,1,0,1,1,0,0,0,0,0,1,0,0,,,3,0,0,0,0,0,0,6.99
2a0082e42665496ea9055b01d84d3d36,1,0,1,1,0,0,0,0,0,0,1,0,1190,,32,0,0,0,0,0,0,1199
a7d1cc83db244e40979960f8062c51b5,1,0,1,1,0,0,0,0,0,0,1,0,657,,50,0,0,0,0,0,0,69.99
9f90f309747a457c9e7c8b1c3fef086a,1,0,1,1,0,0,0,0,0,0,1,0,22,,6,0,0,0,0,0,0,6.99
94b3d8587a014ef9a3406aab617349b6,1,0,1,1,0,0,0,0,0,0,0,1,2040,93,88,0,0,0,0,3,0,6.99
a07266250c604020954a4b0cdc3a85c0,1,0,1,1,0,0,0,0,0,0,0,1,442,117,27,0,0,0,0,0,0,69.99
d24615e69e3445538e4e8671723289b5,1,0,1,1,0,0,0,0,0,0,0,1,199,5,36,0,0,0,0,0,0,69.99
65a89cdcc06f4141ba6c66fac0c24eb0,1,0,1,1,0,0,0,0,0,0,0,0,149,3,2,0,0,0,0,0,0,6.99
