#=================================================================
# Freeform
# Date: May 12 2019 - May 25 2019
"# Segments: Vtr: Non-Microsoft Traffic, Exclude Revenue > 10000, Market - EN-US"
#=================================================================


##############################################
# Freeform Table
##############################################
,Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit),Delocalized O365 Home (Visit)
c80156d743444624a45e7456f49674dd,0,1,0,0,1,5,5,0,0,0,0,0,0
1b9c4161eba24db2938fe0257e301d6b,0,1,0,0,1,5,5,1,0,0,0,0,0
59b4780508394fdca2e07fcae5f295a6,0,1,0,0,1,5,5,1,0,0,0,0,0
bca4c78b84b34e2092e56620372d3599,0,1,0,0,1,5,5,1,0,0,0,0,0
aed63dcad1864abbb834f71ee58e23c8,0,1,0,0,1,5,5,1,0,0,0,0,0
78d8fe67d3c442af839b314418450fb4,0,1,0,0,1,5,5,1,0,0,0,0,0
09ce50d1b76b4269ae0979e6e82578a1,0,1,0,0,1,5,5,1,0,0,0,0,0
52a92c2caf9d46dc84868a111a18b09b,0,1,0,0,1,5,5,1,0,0,0,0,0
f5d4019004ed4d65aeb4fa7412a04328,0,1,0,0,1,5,5,1,0,0,0,0,0
dfa1e41fd02b4850ace7c354050cf898,0,1,0,0,1,5,5,1,0,0,0,0,0
3051d8c05a3247e0b4e1ba077a9bb020,0,1,0,0,1,5,5,1,0,0,0,0,0
b5bab0496f65452f86953f5100bbbea1,0,1,0,0,1,5,5,1,0,0,0,0,0
49a972c7fd584e3eb1e1ef53c0aeab71,0,1,0,0,1,5,5,1,0,0,0,0,0
c330ea45b48d46d2ae5b13e288aa9ced,0,1,0,0,1,5,5,1,0,0,0,0,0
f8de7d98608044cd99dfa04f35818bda,0,1,0,0,1,5,5,1,0,0,0,0,0
cb672aa8add348babc281dfb44e7d248,0,1,0,0,1,5,5,1,0,0,0,0,0
52110ab04d53468f9adac64685e325ee,0,1,0,0,1,5,5,1,0,0,0,0,0
9fbfb735fe134032abf1ffc2a191869e,0,1,0,0,1,5,5,1,0,0,0,0,0
94a1ac22ea364130be5d111db63c4595,0,1,0,0,1,5,5,1,0,0,0,0,0
5c6c55bdffac4291ba23f2b87e1b24df,0,1,0,0,1,5,5,1,0,0,0,0,0
0784a2d5a61e4dcb93ca27865a7119c4,0,1,0,0,1,5,5,1,0,0,0,0,0
f183ee2393be4d16b726bef9da6d0abf,0,1,0,0,1,5,5,1,0,0,0,0,0
e223bf407cfc459292eb9557c1daa7d9,0,1,0,0,1,5,5,1,0,0,0,0,0
f6c08456f8a447109d8969cbe429ce8e,0,1,0,0,1,5,5,1,0,0,0,0,0
c2baf66a9ff149639bd8c40f2b259b49,0,1,0,0,1,5,5,1,0,0,0,0,0
9eacbb7f2df24bc3aeae28432aae64d7,0,1,0,0,1,5,5,1,0,0,0,0,0
26883211c8924a4696ecb1e0bd37bcfe,0,1,0,0,1,5,5,1,0,0,0,0,0
8a6fb4ce43d24efd80f2f4d5d5e1867c,0,1,0,0,1,5,5,1,0,0,0,0,0
ad0e57b3f9ef499da01d165cfc043711,0,1,0,0,1,5,5,1,0,0,0,0,0
7f7e05cfeb0f43a198cb3d4610211322,0,1,0,0,1,5,5,1,0,0,0,0,0
670d17d6f6fc48f5bb75ba49a510782f,0,1,0,0,1,5,5,1,0,0,0,0,0
b55edb683c0b4dd4a1c6cbf7c53f21e2,0,1,0,0,1,5,5,1,0,0,0,0,0
fca04c05b5a14c5394075e6e2540d74e,0,1,0,0,1,5,5,1,0,0,0,0,0
1c8244f944214d45a803a971f4e961db,0,1,0,0,1,5,5,1,0,0,0,0,0
a2cf7a30f93a42e8884618e53119c0cc,0,1,0,0,1,5,5,1,0,0,0,0,0
7b3d1f87dcb343d7b9a9b5b7419452e8,0,1,0,0,1,5,5,1,0,0,0,0,0
75c7783e5ee340b1aca52574c96c46a2,0,1,0,0,1,5,5,1,0,0,0,0,0
844fd18eedab433c945776456b9d2cf3,0,1,0,0,1,5,5,1,0,0,0,0,0
0902f3e4b5d648c1968680f40c48096f,0,1,0,0,1,5,5,1,0,0,0,0,0
b1c4d86f70344afd86cfd7be11b72607,0,1,0,0,1,5,5,1,0,0,0,0,0
d7dc0755cd6049029e11869b0866d6ec,0,1,0,0,1,5,5,1,0,0,0,0,0
2b8f2260c8b4405995601c0d76c4f0c8,0,1,0,0,1,5,5,1,0,0,0,0,0
6c1ec369415a3344989716acdaa0826b,0,1,0,0,1,5,5,1,0,0,0,0,0
45ff04dcde5a4184a99e4f75229c48a0,0,1,0,0,1,5,5,1,0,0,0,0,0
954bc5924a4245e4aad94807091f1807,0,1,0,0,1,5,5,1,0,0,0,0,0
237d0fb8ec5b4df38dde6250fb24d36c,0,1,0,0,1,5,5,1,0,0,0,0,0
4fc72fd69de54153bb610afed603de33,0,1,0,0,1,5,5,1,0,0,0,0,0
17edcb11f5a64fcf95a71defd1730c5b,0,1,0,0,1,5,5,1,0,0,0,0,0
879b5ab514734605ba7fcc1f3d84af0a,0,1,0,0,1,5,5,1,0,0,0,0,0
0f26d4cb30ee4879ae9e23a7ef55cd7f,0,1,0,0,1,5,5,1,0,0,0,0,0
2d1cc81b63524c9bacfbf7dc6067150f,0,1,0,0,1,5,5,1,0,0,0,0,0
94268d9bf9af47b59489114af3adfda0,0,1,0,0,1,5,5,1,0,0,0,0,0
d598e9fbaa0244768a21ed72eda5cd04,0,1,0,0,1,5,5,1,0,0,0,0,0
c5325d4eb0f342b5b97f37a252007b29,0,1,0,0,1,5,5,1,0,0,0,0,0
783bf1785aa4490a976c37f94935905e,0,1,0,0,1,5,5,1,0,0,0,0,0
177e5f21a89840f2a45aab975a17a9dc,0,1,0,0,1,5,5,1,0,0,0,0,0
776f9c6c803d4768ab0bc23755d47669,0,1,0,0,1,5,5,1,0,0,0,0,0
696c18e7667f4aaf985078ad78666513,0,1,0,0,1,5,5,1,0,0,0,0,0
d284167d97514504a138d759d65aa1b8,0,1,0,0,1,5,5,1,0,0,0,0,0
9a37032925eb472d88a41c8b31160a8f,0,1,0,0,1,5,5,1,0,0,0,0,0
9b04ca2fec9c48a9a96bca835e4d6548,0,1,0,0,1,5,5,1,0,0,0,0,0
5ef47488da21cc45a8e46a5d1a4fc5a8,0,1,0,0,1,5,5,1,0,0,0,0,0
d97e09141aa34b99b0f90dac1ae28e82,0,1,0,0,1,5,5,1,0,0,0,0,0
4fa2e66577d147b5bdc53e86910b1cbc,0,1,0,0,1,5,5,1,0,0,0,0,0
06573ee0a2314ed8b5e0d42e305b2b3f,0,1,0,0,1,5,5,1,0,0,0,0,0
42fcfd09b7844a468ed402cd392d056f,0,1,0,0,1,5,5,1,0,0,0,0,0
1674bbfba04d4fbd8a55aae74c445b89,0,1,0,0,1,5,5,1,0,0,0,0,0
d8c62fd9f7c98f4fb0335e0f0d58d66d,0,1,0,0,1,5,5,1,0,0,0,0,0
9ee255fa8b3e4a829037ec8b1b52e8b0,0,1,0,0,1,5,5,1,0,0,0,0,0
40c544501ca247e8a60c1ad4da936446,0,1,0,0,1,5,5,1,0,0,0,0,0
787986fa444a4bf38691f0bf61342dc1,0,1,0,0,1,5,5,1,0,1,0,0,0
dea05a8e070a4f15a52e36de6a95826f,0,1,0,0,1,5,5,2,0,0,0,0,0
4c5961b9c7a444de8ab5a85c0f2c92f1,0,1,0,0,1,5,5,2,0,0,0,0,0
1a9f48b085544d738d379f091ce931de,0,1,0,0,1,5,5,2,0,0,0,0,0
45763ce0285a429d94b0b12a828170fb,0,1,0,0,1,5,5,2,0,0,0,0,0
0567ddec2ffe497389ec728f3dc12d74,0,1,0,0,1,5,5,2,0,0,0,0,0
2655bfcd3d9b43648bfe26023925937d,0,1,0,0,1,5,5,2,0,0,0,0,0
1c2e8f98b5a74359b09a1adb0b4c7be3,0,1,0,0,1,5,5,2,0,0,0,0,0
955b03af25e44c129699131243e1c7b1,0,1,0,0,1,5,5,2,0,0,0,0,0
4f2467eff87f40b8a32f4eb77b6614d2,0,1,0,0,1,5,5,2,0,0,0,0,0
1ebfd205dc79445eb77ef1fa890e8a06,0,1,0,0,1,5,5,2,0,0,0,0,0
fc859b51f838c5408b39e7531505b5e2,0,1,0,0,1,5,5,2,0,0,0,0,0
5aeaffc5c88545d28ea32a1f4a736c62,0,1,0,0,1,5,5,2,0,0,0,0,0
f58fa6378586f0499f0b59d411ba1916,0,1,0,0,1,5,5,2,0,0,0,0,0
96765f86d17547d28b2416f8b48d3ce1,0,1,0,0,1,5,5,2,0,0,0,0,0
9260ca18c2e34374b52724ca6c2574bf,0,1,0,0,1,5,5,2,0,0,0,0,0
492e044f5328404796fe90e7b388dab4,0,1,0,0,1,5,5,2,0,0,0,0,0
681e0b4b974a442497332681b7e54db1,0,1,0,0,1,5,5,2,0,0,0,0,0
6f7020986e614c9b9fb0880a01af2fc5,0,1,0,0,1,5,5,2,0,0,0,0,0
df40647dec554b8893bea43e8b2f9e21,0,1,0,0,1,5,5,2,0,0,0,0,0
a6ffd37d847241a99ffde5c0a6bc29fd,0,1,0,0,1,5,5,2,0,0,0,0,0
723d7d41dd8a4442a420adf003e9f748,0,1,0,0,1,5,5,2,0,0,0,0,0
681913fbb8e1402bae5a6d9283bf058f,0,1,0,0,1,5,5,2,0,0,0,0,0
ed8f92ea3eb9434a871c69710593af06,0,1,0,0,1,5,5,2,0,0,0,0,0
440407b73a954c7faccdb539e23747b5,0,1,0,0,1,5,5,2,0,0,0,0,0
59f88c7ac6944e21ab23e9a3a1d0da58,0,1,0,0,1,5,5,2,0,0,0,0,0
f9841d2a21f44f899644d9bd4cc0bc4c,0,1,0,0,1,5,5,2,0,0,0,0,0
1cab528331f541c7b21b1529bbd634cb,0,1,0,0,1,5,5,2,0,0,0,0,0
8c75afe6dfe741bebd9160df9580aa1b,0,1,0,0,1,5,5,2,0,0,0,0,0
27c7355cbfcc4573a12ebe1b6bf2a0b2,0,1,0,0,1,5,5,2,0,0,0,0,0
cea705a31c984558ac5a1b3a776c5480,0,1,0,0,1,5,5,2,0,0,0,0,0
cac4985eb4114ccc855126323111c3c2,0,1,0,0,1,5,5,2,0,0,0,0,0
8f5b68e0a1834771a2c2633976ca0c99,0,1,0,0,1,5,5,2,0,0,0,0,0
97875f1ace294929a426b37dd960742e,0,1,0,0,1,5,5,2,0,0,0,0,0
fbbb9161922440759a3e7ca756417e15,0,1,0,0,1,5,5,2,0,0,0,0,0
b0186b0b226943f9a354237ccb1dfb41,0,1,0,0,1,5,5,2,0,0,0,0,1
000e4c2e28934dd1920ffa6c4644208e,0,1,0,0,1,5,5,3,0,0,0,0,0
b564ab32c4b34b4e88bb37fe0450afc8,0,1,0,0,1,5,5,3,0,0,0,0,0
1c04af9eeb32429dbeb61412273e0b0d,0,1,0,0,1,5,5,3,0,0,0,0,0
5859aed619b346eba8609d2a60419932,0,1,0,0,1,5,5,3,0,0,0,0,0
c12e0a46d2dd4b19847b5cb0ed04baf8,0,1,0,0,1,5,5,4,0,0,0,0,0
f1a469edbf5540a3ae8c7eebabf619c7,0,1,0,0,1,5,5,4,0,0,0,0,0
fc295c11949a4c7c92ab90ad32f027b3,0,1,0,0,1,5,5,5,0,0,0,0,0
94291392553a4451a75d457848fbfd2a,0,1,0,0,1,5,5,10,0,0,1,1,0
c28525eca7d541768d5d58c252a0c3c0,0,1,0,0,1,6,1.5,2,0,0,0,0,0
93ba6841b1084d808ceddd5a43d856d2,0,1,0,0,1,6,2,1,0,0,0,0,0
0ee038f354f0428abd8495764ba0de5d,0,1,0,0,1,6,2,1,0,0,0,0,0
2fddbc5cf5b24b43b7783c3fdd6fe941,0,1,0,0,1,6,2,1,0,0,0,0,0
818d123cb7a344da842a2120186ecfca,0,1,0,0,1,6,2,2,0,0,0,0,0
9dafa1a0ef4c422d8c4eead3c852d378,0,1,0,0,1,6,2,2,0,0,0,0,0
37ceb2b6079044b48afbe296b95e7f95,0,1,0,0,1,6,2,3,0,0,0,0,0
e0058a8d14124ff698c4a21415f6858e,0,1,0,0,1,6,3,1,0,0,0,0,0
9c95fd20bd0742c1a757b4bea7b91b83,0,1,0,0,1,6,3,2,0,0,0,0,0
a6b7680cdc334b65999f99edb0e3e2c4,0,1,0,0,1,6,3,2,0,0,0,0,0
ca1de1c8905542c8aecb56f8c815694b,0,1,0,0,1,6,3,3,0,0,0,0,0
f5d69d2272ed4899a68df7ce02bdeb98,0,1,0,0,1,6,3,4,0,0,0,0,0
5e0fabd52b224077ae19897b59f77327,0,1,0,0,1,6,3,9,0,0,0,0,0
fcc3ede2a69b49178ff3675733f22f1e,0,1,0,0,1,6,6,0,0,0,0,0,0
848d5fe8be21461f9861c04c6e82a295,0,1,0,0,1,6,6,0,0,0,0,0,0
92034bc9037b4dd987aa57b8a4b21722,0,1,0,0,1,6,6,0,0,0,0,0,0
9f378daf48204b8eba1215bac356f537,0,1,0,0,1,6,6,0,0,0,0,0,0
189e3036c4c94c8ebfb426fe143d5db9,0,1,0,0,1,6,6,0,0,0,0,0,0
a576ee69f1274b1fadd512c39422c5f9,0,1,0,0,1,6,6,1,0,0,0,0,0
e0639845490b44bd90c8b991ed843fa6,0,1,0,0,1,6,6,1,0,0,0,0,0
95fbaf64bd894d7c928a2d49c04effc1,0,1,0,0,1,6,6,1,0,0,0,0,0
d901ab7f7e484c80bf9726bf2e7ca9e7,0,1,0,0,1,6,6,1,0,0,0,0,0
6ac17e8975b443ccad357bf2f02b4ce3,0,1,0,0,1,6,6,1,0,0,0,0,0
78f5194938994905b356ab04d484c3f0,0,1,0,0,1,6,6,1,0,0,0,0,0
871044b182b44ddeafb373c5a52b7045,0,1,0,0,1,6,6,1,0,0,0,0,0
72b6033108d34a0895d90b170eba4b13,0,1,0,0,1,6,6,1,0,0,0,0,0
ee8dcd3425ab43d4a515c31b928c1d7e,0,1,0,0,1,6,6,1,0,0,0,0,0
3903d6044f7a41a1927891029bb06b70,0,1,0,0,1,6,6,1,0,0,0,0,0
57364d1468bd42379f81e41f4c5bd5a3,0,1,0,0,1,6,6,1,0,0,0,0,0
1a131cd6549e469abdf2094b58696176,0,1,0,0,1,6,6,1,0,0,0,0,0
09061360a60e434ba6f76705f9275fa9,0,1,0,0,1,6,6,1,0,0,0,0,0
a14f3346a3de4b54a22ba4eab3881b21,0,1,0,0,1,6,6,1,0,0,0,0,0
07d1b804a76b4bd1886e397576f2fba4,0,1,0,0,1,6,6,1,0,0,0,0,0
f7e6803b5ce540e3b8874c5954949a75,0,1,0,0,1,6,6,1,0,0,0,0,0
7cef41f57d34454daac2e4854493a40c,0,1,0,0,1,6,6,1,0,0,0,0,0
160e6f7eb92747759cb9771e453f08fd,0,1,0,0,1,6,6,1,0,0,0,0,0
84b6300938a74854847e82f7ff6a969a,0,1,0,0,1,6,6,1,0,0,0,0,0
b6cc531ffdb5493b828ddc7063bd203c,0,1,0,0,1,6,6,1,0,0,0,0,0
a017700748b24a75bc5e12a53c68bc75,0,1,0,0,1,6,6,1,0,0,0,0,0
e9e745ebc4f346b996b2973f893a4e7e,0,1,0,0,1,6,6,1,0,0,0,0,0
27f0a578af9d4769b291fc41aefb4181,0,1,0,0,1,6,6,1,0,0,0,0,0
2cd9b9af0131432095826c7291569da5,0,1,0,0,1,6,6,1,0,0,0,0,0
a936105ea0064b4c85e8414abeeb7496,0,1,0,0,1,6,6,1,0,0,0,0,0
e67038dfa4a441e4aacecdf4069787b5,0,1,0,0,1,6,6,1,0,0,0,0,0
ecf23e9943d64e949e7dd3b0fd268fdc,0,1,0,0,1,6,6,1,0,0,0,0,0
2649f83266a341b593a07ef225623fac,0,1,0,0,1,6,6,1,0,0,0,0,0
4c709e396bbe484d968d03c9781386d4,0,1,0,0,1,6,6,1,0,0,0,0,0
8d2ee37177da45babcb717032ca43218,0,1,0,0,1,6,6,1,0,0,0,0,0
2b42cb170bc5473db4f314fc52a536da,0,1,0,0,1,6,6,1,0,0,0,0,0
ae6a45fb3d79454897d471a1a91d3e6c,0,1,0,0,1,6,6,1,0,0,0,0,0
8623a49ed5d447329bc68267a0651014,0,1,0,0,1,6,6,1,0,0,0,0,0
e617a599a59b4bbabb21ea2f1ab63b6f,0,1,0,0,1,6,6,1,0,0,0,0,0
0d6650ee3e644101bdd0fa105c5e7b5a,0,1,0,0,1,6,6,1,0,0,0,0,0
51659b132ebf406e996b01d361a55635,0,1,0,0,1,6,6,1,0,0,0,0,0
27387d8685284d72bcb4a2fe707007d6,0,1,0,0,1,6,6,1,0,0,0,0,0
f8f11c4944e1402ca9b9626cc70932e6,0,1,0,0,1,6,6,1,0,0,0,0,0
b28d7298f5384160b06e7c7b69b9cc8c,0,1,0,0,1,6,6,1,0,0,0,0,0
a00bd1521be441379917ca993199c146,0,1,0,0,1,6,6,1,0,0,0,0,0
7c1e7e9a4412443180e1d848144c9647,0,1,0,0,1,6,6,1,0,0,0,0,0
bbfb423a963a4db0acdf25ec0c4ed4fd,0,1,0,0,1,6,6,1,0,0,0,0,0
b016be9a59e443b69c861f2bf71de04e,0,1,0,0,1,6,6,1,0,0,0,0,0
94253559faaf5e458e11a6636ffff1d4,0,1,0,0,1,6,6,1,0,0,0,0,0
43b85d7de16645b1b22e5546b9043bc9,0,1,0,0,1,6,6,1,0,0,0,0,0
3cd52316506c4497a83cb213a90e292e,0,1,0,0,1,6,6,1,0,0,0,0,0
9963286e5b154cc0a6954613cea6c951,0,1,0,0,1,6,6,1,0,0,0,0,0
7fb4b210935f4e1fa07fbf48e4f57768,0,1,0,0,1,6,6,1,0,0,0,0,0
a437b75d3136497bacba9b7e5b8385ed,0,1,0,0,1,6,6,1,0,0,0,0,0
6de9309d1f514f278c87e5e2268c6492,0,1,0,0,1,6,6,1,0,0,0,0,0
bee3930ea6084ff2a583024b1ab062ca,0,1,0,0,1,6,6,1,0,0,0,0,0
b6913452eabc42e48beb797e093a3b77,0,1,0,0,1,6,6,1,0,0,0,0,0
05664e0104a24b839f2834b77f44c106,0,1,0,0,1,6,6,1,0,0,0,0,0
5d302809b58f4407b28cfda445a13792,0,1,0,0,1,6,6,1,0,0,0,0,0
954388f13ec5408e96a0d85efbffe271,0,1,0,0,1,6,6,1,0,0,0,0,0
8ce5efa4c65b40c28442d1412fbf39d4,0,1,0,0,1,6,6,1,0,0,0,0,0
5de4aeaef893493cbb386142a3ad79f3,0,1,0,0,1,6,6,1,0,0,0,0,0
ef1dc746b628405f80e58a249a69824a,0,1,0,0,1,6,6,1,0,0,0,0,0
f3c1b7af5f77496db0fff49bdee041a4,0,1,0,0,1,6,6,1,0,0,0,0,0
c196e4db83fe47e98fac49f477b3ee21,0,1,0,0,1,6,6,2,0,0,0,0,0
5277f4de29a545909acef80e2ed60b1d,0,1,0,0,1,6,6,2,0,0,0,0,0
4a24e6539dca4fc998cc918ce5599878,0,1,0,0,1,6,6,2,0,0,0,0,0
1899101d393f4ac9b6df08e7c9e87163,0,1,0,0,1,6,6,2,0,0,0,0,0
18e76a5c731e4c96af5680c8d83643e6,0,1,0,0,1,6,6,2,0,0,0,0,0
029e35fc3b5e4365b9055c60f2b3f15c,0,1,0,0,1,6,6,2,0,0,0,0,0
8c43893c748941249a95337626e1316f,0,1,0,0,1,6,6,2,0,0,0,0,0
fd88b57f7a0042e98a70905f05d5c833,0,1,0,0,1,6,6,2,0,0,0,0,0
a4ce3278fc33e9468e7132e6e6c9c9f0,0,1,0,0,1,6,6,2,0,0,0,0,0
0a3ef9fd5c9c4290876c05627007f4e4,0,1,0,0,1,6,6,2,0,0,0,0,0
a5f14b1875f9463c99c175fc22eeb36c,0,1,0,0,1,6,6,2,0,0,0,0,0
f5dd91dc44c04738afaaf1c280e1f6e2,0,1,0,0,1,6,6,2,0,0,0,0,0
13dfa08824744cb1b0a74d99c93cc6ec,0,1,0,0,1,6,6,2,0,0,0,0,0
0a09e8ee1d3c4619a8cba3e60486ffcb,0,1,0,0,1,6,6,2,0,0,0,0,0
4e63e385e4b3479eabc7351a1acc7daf,0,1,0,0,1,6,6,2,0,0,0,0,0
99472e55e07a48388ace7d367e956f87,0,1,0,0,1,6,6,2,0,0,0,0,0
513674d5a625443ead2088da9e85bb5a,0,1,0,0,1,6,6,2,0,0,0,0,0
500ffe66d0064deab4d4ef146fb1cb9f,0,1,0,0,1,6,6,2,0,0,0,0,0
093cc8b10c174635be43e110e0a91983,0,1,0,0,1,6,6,2,0,0,0,0,0
97ac24b970f242b69e987fdd83aaa27e,0,1,0,0,1,6,6,2,0,0,0,0,0
9f8db0c4001f4c7da6a14657ef54d923,0,1,0,0,1,6,6,3,0,0,0,0,0
4ea56849c16d454db2e26b2e84e92468,0,1,0,0,1,6,6,3,0,0,0,0,0
31bfda5bf0c449008d9de627ced3cdc0,0,1,0,0,1,6,6,3,0,0,0,0,0
6b2ef42878b04cab9b877f80f28d0ca9,0,1,0,0,1,6,6,3,0,0,0,0,0
b824d414002e47b59990cd11d9354936,0,1,0,0,1,6,6,3,0,0,0,0,0
aae36d9e11394e40a0ab40cc667af313,0,1,0,0,1,6,6,3,0,0,0,0,0
84090f6e5df5494f8ac8d24f14934831,0,1,0,0,1,6,6,3,0,0,0,0,0
0a1297a3bdbd4f37859fcd043c19016e,0,1,0,0,1,6,6,3,0,0,0,0,0
227bf383ba79461ba7a85fb800330492,0,1,0,0,1,6,6,3,0,0,0,0,1
ddbe616c58b34c49832b691dff935652,0,1,0,0,1,6,6,4,0,0,0,0,0
ea365dae5145459c9d49b2330693f59a,0,1,0,0,1,6,6,4,0,0,0,0,0
0d10cf8266f346f6b7f5bf8814297c45,0,1,0,0,1,6,6,4,0,0,0,0,0
f22dc4a69f7c40158e51e4d1ca5764b1,0,1,0,0,1,6,6,4,0,0,0,0,0
98bae47f334d44a6bb61132dd1ff62f9,0,1,0,0,1,6,6,6,0,0,0,0,0
23ae11a9939b44eba19353dee88c7e79,0,1,0,0,1,6,6,14,0,0,0,0,0
b4621caba6024519b52d6f6dc41ae4f6,0,1,0,0,1,7,1.75,2,0,0,0,0,0
e5f7a3d7296b4fc9af0f4caf08ba4898,0,1,0,0,1,7,1.75,3,0,0,0,0,0
2bee133655d540e1a1353a2485e98058,0,1,0,0,1,7,2.3333333333333335,1,0,0,0,0,0
e04b0d650aea4400abb64ebdfdf0cc9a,0,1,0,0,1,7,2.3333333333333335,2,0,0,0,0,0
8dbb4c31f52d4dc3a10a4b692e46590c,0,1,0,0,1,7,3.5,0,0,0,0,0,0
5c5d2e4c694546f7a029a393156c7702,0,1,0,0,1,7,3.5,6,0,0,0,0,0
2222fddce0f34d02bd37eccf9f5a4d4c,0,1,0,0,1,7,3.5,7,0,0,0,0,0
d0b1647f72004c8dbea039cde859f7be,0,1,0,0,1,7,7,0,0,0,0,0,0
dd9bbabd75824c59aba72754ef36a602,0,1,0,0,1,7,7,0,0,0,0,0,0
4d8c62d75bba4e2f899c34f187b4ba89,0,1,0,0,1,7,7,0,0,0,0,0,0
22e81ab8073047ff88c515890b69ee04,0,1,0,0,1,7,7,0,0,0,0,0,0
f2e8350d08c744208285b3cb989a11e3,0,1,0,0,1,7,7,0,0,0,0,0,0
7f0ea2f217704edfaeff9d914f16bee8,0,1,0,0,1,7,7,0,0,0,0,0,0
ea563c8b69474568aaa312feb0381870,0,1,0,0,1,7,7,1,0,0,0,0,0
3454cc118f9142f09b1ae837c550e883,0,1,0,0,1,7,7,1,0,0,0,0,0
15a9c7f76c1e491d90cf99e726153eca,0,1,0,0,1,7,7,1,0,0,0,0,0
52a43a281be94213a72c6c7a0bec1ef9,0,1,0,0,1,7,7,1,0,0,0,0,0
10cf55e74b8b439c8bb1176908e90476,0,1,0,0,1,7,7,1,0,0,0,0,0
2a95c4e104424590970e2c545958d136,0,1,0,0,1,7,7,1,0,0,0,0,0
75f8051d7e0a4a28a7bc53b7323f36af,0,1,0,0,1,7,7,1,0,0,0,0,0
cb239506c33541dd9309613da2538102,0,1,0,0,1,7,7,1,0,0,0,0,0
327d661d22aa46b39a74f3deb2e9fd30,0,1,0,0,1,7,7,1,0,0,0,0,0
a2d8905c518e4856bb5673387e923f90,0,1,0,0,1,7,7,1,0,0,0,0,0
9037c74eaf414aaaa20ce4bdb9eb7054,0,1,0,0,1,7,7,1,0,0,0,0,0
8e20a68a53744c7f91028c6dd709be61,0,1,0,0,1,7,7,1,0,0,0,0,0
ecd071f8b94c496d81cd92f64410a051,0,1,0,0,1,7,7,1,0,0,0,0,0
e89edd835def4c25bf89a39f70514de2,0,1,0,0,1,7,7,1,0,0,0,0,0
6fd40bd9f12446e989bcd24bcc66f607,0,1,0,0,1,7,7,1,0,0,0,0,0
899a5c21776640e890a2bc31a796104c,0,1,0,0,1,7,7,1,0,0,0,0,0
0d6c85841d55489997500b05fc607fc5,0,1,0,0,1,7,7,1,0,0,0,0,0
a87b33c9991c47d9b17daaa6c4aa82f9,0,1,0,0,1,7,7,1,0,0,0,0,0
