,Paid Order Exists,Try Exists,Device Orders_Office,Total Visits,New Visitors,Return Visitors,Enter PDP from Office.com,Enter PDP from Store,Enter PDP from O365 Web,Time Spent per Visit (seconds),Average Time Spent on Page (seconds),Link Clicks (e4),Link Clicks on OverviewTab,Link Clicks on TechSpecsTab,Link Clicks on ReviewTab,Link Clicks on FAQTab,Link Clicks on AddtoCartButton,Link Clicks on Trial link,kmeans
0,0.08830845771144279,0.0,0.009950248756218905,1.1293532338308458,0.0,1.0,0.05970149253731343,0.3271144278606965,0.3793532338308458,450.3369198302813,91.06409742584518,19.98134328358209,0.0024875621890547263,0.018656716417910446,0.004975124378109453,0.0,0.16666666666666666,0.11940298507462686,0.0
1,0.13333333333333333,0.0,0.0,1.6666666666666667,0.26666666666666666,0.7333333333333333,0.0,0.6,0.7333333333333333,2100.2816092068965,215.8159879335,127.43333333333334,0.03333333333333333,1.2333333333333334,0.2,0.9666666666666667,1.6333333333333333,0.1,1.0
2,0.0,0.0,0.3,1.3,0.5,0.5,0.0,0.5,0.1,2028.3333333300002,217.791666666625,67.8,1.3,1.2,1.7,0.2,0.1,0.0,2.0
3,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6635.0,990.5,306.0,0.0,0.0,0.0,0.0,48.0,0.0,3.0
4,0.12217194570135746,0.0,0.005656108597285068,1.1187782805429864,1.0,0.0,0.07126696832579185,0.3020361990950226,0.43552036199095023,407.2168941461146,104.80199121302502,19.790723981900452,0.0022624434389140274,0.010180995475113122,0.003393665158371041,0.0,0.18099547511312217,0.21380090497737556,4.0
5,0.0,1.0,0.06,1.06,0.56,0.44,0.02,0.36,0.38,528.5,174.1045454545,35.36,0.0,0.0,0.02,0.0,0.24,0.3,5.0
6,,,,,,,,,,,,,,,,,,,
